gene_ID	X0h	X8h	X16h	X24h	X32h	X40h	X48h
PVP01_0522200	50.51316248	42.72274198	20.54002397	81.98019166	104.7766893	346.8737612	180.3463328
PVP01_0522300	52.78538086	64.80740995	16.2556018	13.93741558	18.23758074	109.6215047	188.0812771
PVP01_0525600	27.70358565	68.76143347	57.33564975	28.10973143	15.37678376	34.64822558	52.7876023
PVP01_0525800	55.05759925	22.18110757	30.74702975	34.68693878	48.99114825	80.35647797	54.82311396
PVP01_0525900	226.435301	139.6445381	53.55527723	27.24843047	106.1176879	288.2458314	137.3291865
PVP01_0527900	57.50460366	72.23325901	58.34374908	110.4814235	293.2316903	88.38233813	149.1351541
PVP01_0528000	32.68498749	34.81469493	15.37351488	9.474310593	10.81738857	40.52080619	63.50796369
PVP01_0529900	20.10039338	11.57275178	17.51572597	50.81675682	43.62715392	53.53835986	40.84593391
PVP01_0530000	20.62475146	12.82646655	13.48332862	8.143209105	17.7011813	57.64916629	41.79583935
PVP01_0531800	40.28817977	38.47939966	14.36541554	10.49221173	17.52238149	180.8754827	74.09262431
PVP01_1033400	220.6673621	143.4056824	27.97475658	82.44999218	237.5355491	2137.91297	3365.650674
PVP01_1033300	13.37113125	12.53714776	12.72725412	9.23941033	9.923389518	23.78395146	32.56818651
PVP01_1032500	10.66194779	12.82646655	12.85326654	8.92620998	9.297590179	12.13666659	17.36969947
PVP01_1030300	141.0523257	104.9262828	23.18628473	17.77411987	20.74077809	207.8893535	399.9101902
PVP01_1029800	34.95720587	21.79534918	25.32849582	63.501371	65.70893059	102.4765316	112.2245427
PVP01_1029700	16.6920658	11.57275178	12.6012417	12.68461418	20.29377856	26.91599445	29.31136786
PVP01_1028800	27.70358565	26.0386915	18.77585014	42.83014789	41.12395656	66.06653183	100.0114727
PVP01_1028700	15.90552867	13.11578535	12.6012417	10.10071129	18.32698064	28.28626326	33.65379273
PVP01_1027700	48.8526952	21.60246998	23.43830957	38.05384255	41.21335647	17.91137085	21.71212434
PVP01_1027200	125.7585481	211.1062803	174.0231479	169.2064892	87.70130736	108.1533595	63.23656214
PVP01_1027000	12.58459411	18.13064445	12.6012417	19.80992215	63.56333286	17.61774182	35.0108005
PVP01_1026800	119.8158231	31.43930899	20.91806123	20.35802276	62.31173418	319.8598904	165.2835465
PVP01_1026600	144.8102253	175.423629	22.05217298	40.48114526	37.54796034	436.2348627	1306.798484
PVP01_1026100	130.2155919	171.7589243	113.5371877	141.6448584	97.08829745	50.0148115	85.76289114
PVP01_1025700	256.148926	212.7457535	505.6878295	775.3274669	751.1380066	366.3511535	262.445303
PVP01_1025600	10.05019669	11.66919138	15.62553971	9.630910768	13.32058593	16.63897839	22.79773056
PVP01_1025500	25.16918823	25.17073511	20.28799914	15.66001751	18.05878092	71.35185437	47.22387044
PVP01_1025400	126.8072643	156.1357094	152.0969873	45.17915051	57.12653966	63.13024152	44.91695723
PVP01_1024800	11.01151985	11.28343298	12.6012417	10.17901138	12.96298631	13.99631711	18.18390413
PVP01_1024000	11.01151985	11.76563097	12.6012417	9.23941033	14.3933848	17.42198913	18.45530569
PVP01_1023700	13.54591727	18.90216124	23.06027232	9.004510068	11.97958735	14.48569883	28.90426553
PVP01_1023600	38.45292646	71.94394021	49.27085506	53.47895979	22.17117658	19.47739235	16.41979403
PVP01_1023200	11.62327095	9.643959814	12.6012417	8.29980928	9.655189801	11.06002681	13.57007771
PVP01_1022900	10.48716176	13.59798334	14.49142796	19.57502189	18.77398017	20.65190847	18.04820336
PVP01_1022800	100.938932	27.77460426	22.05217298	62.32686969	255.4155302	478.0280614	221.3279675
PVP01_1022700	20.01300036	20.44519481	23.6903344	31.55493528	27.17757129	25.25209661	23.34053367
PVP01_1022400	31.46148528	42.24054399	15.24750246	13.70251532	18.59518036	180.973359	132.0368561
PVP01_1022300	39.23946359	58.15307768	49.52287989	84.17259411	117.8290755	178.6243268	146.6925401
PVP01_1022100	22.37261176	40.60107082	42.9702342	31.78983554	18.05878092	16.14959667	18.72670724
PVP01_1021000	30.06319705	25.55649351	24.4464089	105.0004174	83.05251227	54.61499964	40.16743003
PVP01_1020400	21.49868161	24.30277873	21.67413573	31.55493528	16.18138291	15.66021495	13.57007771
PVP01_1020200	38.01596138	24.39921833	23.56432198	22.47212513	16.71778234	18.98801063	27.95436009
PVP01_1020100	80.57635953	42.62630238	40.19796103	144.3853614	277.0503074	87.69720373	56.58722406
PVP01_1019000	144.0236882	198.2798138	96.52551144	96.54400794	65.70893059	67.43680063	29.44706864
PVP01_1018400	17.74078198	15.3338961	15.49952729	12.52801401	16.091983	27.11174713	26.73305309
PVP01_1017700	48.2409441	100.3936217	160.161782	111.3427245	27.2669712	26.03510736	27.68295853
PVP01_1016400	38.27814043	37.90076207	21.80014815	13.07611462	11.2643881	18.00924719	21.98352589
PVP01_1016200	14.76941948	11.57275178	16.2556018	12.13651357	10.90678848	11.64728487	22.39062823
PVP01_1015900	89.9274121	111.4841755	86.57053049	46.98005253	34.77656327	42.67408574	29.85417097
PVP01_1015700	156.6082823	46.38744671	22.80824748	34.68693878	513.3342578	812.4715269	626.2590864
PVP01_1015000	13.37113125	9.643959814	12.6012417	9.082810155	9.47638999	16.93260742	25.91884843
PVP01_1014300	52.78538086	80.91282284	83.79825732	94.19500532	78.22491737	49.3296771	50.88779142
PVP01_1012700	12.06023603	12.34426856	13.3573162	11.11861243	16.44958262	22.02217728	21.98352589
PVP01_1012400	18.35253308	23.72414114	23.06027232	34.60863869	30.39596789	20.74978481	23.61193522
PVP01_1012300	15.20638455	15.5267753	22.68223506	11.82331322	19.39977951	17.51986548	45.73116189
PVP01_1011900	66.6808702	74.74068856	72.58315221	183.5354052	62.5799339	54.71287599	65.00067224
PVP01_1011800	59.51464299	53.71685616	29.73893042	10.88371217	18.23758074	49.3296771	51.15919298
PVP01_1011300	111.1639147	69.62938986	30.74702975	33.35583729	111.0346827	795.8325486	487.3014907
PVP01_1009700	11.79805698	16.68405048	12.6012417	13.07611462	21.45597734	25.34997295	38.81042226
PVP01_1008500	38.19074741	63.16793678	18.39781289	8.92620998	16.98598206	65.67502645	87.93410358
PVP01_1008000	3141.079733	4899.228025	1004.444976	172.8082932	270.0771147	4032.798979	10179.4581
PVP01_1007700	17.65338896	11.47631218	13.73535346	45.72725113	33.43556468	35.52911267	35.28220205
PVP01_1006200	103.8229014	70.20802745	89.21679125	43.06504815	58.02053871	67.24104795	48.98798054
PVP01_1005500	81.0133246	52.27026219	25.58052066	17.77411987	13.67818555	126.1626067	99.74007119
PVP01_1004600	23.94568602	15.04457731	19.78394947	54.88836137	88.86350613	66.75166623	67.17188468
PVP01_1003700	102.0750411	41.276148	41.33207278	134.7544507	273.1167115	243.6142188	136.7863833
PVP01_1003600	19.0516772	15.04457731	13.10529137	10.64881191	19.04217989	43.35922015	36.7749106
PVP01_1003500	12.14762904	13.88730213	14.99547763	19.4967218	15.82378329	16.24747301	18.86240802
PVP01_1003200	24.73222315	53.33109777	40.95403553	42.67354771	30.39596789	22.60943534	27.54725776
PVP01_1003000	11.97284301	14.75525852	18.90186255	15.42511725	19.39977951	16.73685473	24.69754144
PVP01_1002500	27.52879962	18.90216124	18.14578805	11.43181278	18.77398017	19.67314503	17.64110103
PVP01_1146400	21.06171654	29.41407743	38.43378719	158.2444769	93.86990085	46.78489217	48.0380751
PVP01_1146200	18.4399261	19.77011762	17.13768872	9.23941033	10.72798867	15.95384398	18.31960491
PVP01_1145400	58.02896174	21.40959079	19.78394947	52.774259	156.181635	165.9004021	66.62908157
PVP01_1145200	18.70210514	13.01934575	18.14578805	34.37373843	38.79955902	26.72024176	32.70388729
PVP01_1145100	28.49012278	15.04457731	15.24750246	11.97991339	26.01537252	72.13486512	39.7603277
PVP01_1144800	163.5123305	56.9958025	29.73893042	12.99781453	34.95536308	120.6815315	78.02794685
PVP01_1144700	15.55595661	33.07878216	25.07647099	55.59306216	58.46753824	21.23916653	29.85417097
PVP01_1144600	37.40421028	42.43342318	53.42926482	70.15687844	65.08313125	43.2613438	33.65379273
PVP01_1144300	11.01151985	10.99411419	13.3573162	13.93741558	15.82378329	17.1283601	21.16932123
PVP01_1144200	21.23650257	15.7196545	17.0116763	54.65346111	76.52631917	65.38139742	33.51809195
PVP01_1144100	10.22498272	11.28343298	14.11339071	21.21932372	13.05238621	15.85596764	17.09829792
PVP01_1144000	12.84677316	19.77011762	13.98737829	44.55274981	22.61817611	21.14129018	37.58911526
PVP01_1143500	14.50724044	15.3338961	13.48332862	27.17013038	47.47134986	86.32693492	18.31960491
PVP01_1143100	29.97580403	22.27754717	19.65793706	21.76742434	32.98856515	30.73317184	24.56184066
PVP01_1143000	3525.608998	899.2028131	278.3614292	153.4681716	149.8342417	372.3216105	1505.735823
PVP01_1142800	236.3981047	285.6540897	242.6999152	95.60440689	63.02693342	31.80981162	34.60369817
PVP01_1141900	9.438445585	9.933278609	12.97927895	7.830008754	10.45978895	10.17913972	15.60558937
PVP01_1141500	39.85121469	37.80432247	33.39329051	47.7630534	99.41269499	163.2577409	114.2600543
PVP01_1141300	53.65931101	24.68853712	18.27180047	10.96201226	21.27717752	66.55591354	29.31136786
PVP01_1141200	10.66194779	12.05494977	13.73535346	19.10522136	19.66797922	21.53279556	23.20483289
PVP01_1140300	41.51168197	21.50603039	18.27180047	16.59961856	13.94638527	16.34534936	24.56184066
PVP01_1140200	274.6762451	410.8326881	677.1907291	766.0097564	346.4246341	136.4396228	130.5441476
PVP01_1139000	29.62623198	13.59798334	20.41401156	37.66234211	50.24274693	61.270591	49.2593821
PVP01_1138600	15.03159852	70.20802745	64.51835752	140.1571567	74.02312181	36.40999976	19.81231346
PVP01_1138100	25.51876029	9.643959814	17.64173838	15.1119169	48.00774929	35.8227417	56.45152328
PVP01_1137900	37.14203124	22.47042637	27.09266966	96.54400794	198.9147899	115.2983326	63.77936525
PVP01_1137200	56.80545954	49.08775545	22.30419781	187.7636099	194.6235944	112.3620423	148.8637525
PVP01_1136700	21.67346764	24.39921833	18.14578805	13.93741558	30.03836827	30.53741916	27.81865931
PVP01_1136400	204.3248683	121.8032125	61.36804709	116.0407297	232.2609547	806.5989463	849.7582664
PVP01_1136000	397.9877888	336.5741975	501.4034073	99.91091171	67.94392823	81.13948872	58.07993261
PVP01_1135800	53.30973895	43.20493997	15.75155213	15.19021698	18.41638055	209.3574986	127.2873289
PVP01_1135700	137.6439981	45.32661113	29.99095525	190.6607132	561.3420071	341.1969333	309.1263703
PVP01_1135500	35.1319919	35.68265131	14.61744037	12.84121436	15.82378329	60.97696197	69.07169556
PVP01_1134700	296.6992848	486.6342122	705.4175105	315.8625532	232.2609547	119.5070153	148.1852486
PVP01_1134000	21.32389558	21.40959079	17.51572597	15.34681716	11.89018744	15.66021495	26.73305309
PVP01_1133900	15.20638455	11.86207057	14.86946521	8.769609805	12.8735864	17.1283601	17.09829792
PVP01_1133400	57.94156873	69.43651066	73.84327638	88.32249875	80.10231539	78.69258013	86.30569425
PVP01_1132800	73.06056027	104.154766	67.16461827	63.34477082	42.64375496	31.80981162	31.88968262
PVP01_1131800	80.31418049	45.13373193	25.70653307	42.28204727	262.6569226	707.8417158	675.9255709
PVP01_1130200	11.97284301	11.28343298	14.61744037	15.42511725	15.19798395	18.6943816	19.81231346
PVP01_1129900	15.20638455	15.7196545	21.92616056	30.61533423	23.06517564	22.70731168	19.94801424
PVP01_1129400	50.68794851	25.46005391	16.38161421	9.787510943	26.01537252	15.26870958	30.2612733
PVP01_1129300	10.74934081	9.643959814	13.23130379	12.37141383	13.14178612	14.68145152	15.74129015
PVP01_1129100	87.48040769	58.05663808	23.6903344	14.95531672	18.41638055	219.0472566	222.1421722
PVP01_1129000	34.69502683	43.20493997	42.34017212	37.58404202	32.00516619	46.68701582	49.2593821
PVP01_1128000	43.95868638	64.13233276	38.43378719	73.91528264	38.62075921	80.45435431	29.58276941
PVP01_1127700	920.1610515	783.3788557	854.6162123	983.2141993	162.3502285	40.42292984	67.98608934
PVP01_1127500	16.86685183	19.19148003	18.27180047	43.53484867	31.28996695	22.60943534	79.79205695
PVP01_1126800	45.44436763	54.10261456	32.88924084	50.97335699	101.3794929	36.89938148	61.87955437
PVP01_1126200	28.66490881	21.79534918	33.51930293	61.6221689	187.0246024	97.87634345	76.94234063
PVP01_1125500	861.7825177	919.2622495	1899.637187	1923.989751	1811.689086	914.6544295	905.1241834
PVP01_1125300	121.9132555	43.68713796	72.33112737	108.9154218	150.8176407	187.4331977	73.14271887
PVP01_1124000	23.15914889	22.47042637	14.49142796	24.74282766	18.86338007	48.64454269	31.21117874
PVP01_1123200	42.99736322	31.3428694	31.50310426	20.1231225	21.27717752	22.12005362	39.62462692
PVP01_1122900	19.40124926	27.96748346	18.27180047	36.56614088	41.66035599	19.379516	27.81865931
PVP01_1122300	18.96428418	10.70479539	14.36541554	11.19691252	79.56591595	49.13392441	31.21117874
PVP01_1121800	601.9630851	510.3583534	489.3062153	312.8088497	331.6736497	332.290186	253.896154
PVP01_1121100	23.77089999	13.40510414	15.24750246	10.02241121	11.62198772	14.8772042	25.78314765
PVP01_1120600	15.29377757	14.85169811	15.75155213	20.7495232	20.02557885	17.71561816	21.44072279
PVP01_1120500	16.60467279	11.66919138	12.97927895	41.34244622	22.70757601	30.43954281	18.04820336
PVP01_1120200	17.65338896	31.72862779	14.61744037	12.13651357	13.67818555	76.34354789	134.4794701
PVP01_1119100	91.06352129	31.82506739	19.40591222	15.7383176	45.14695231	304.1017991	106.52511
PVP01_0103500	33.64631065	27.09952708	36.03955127	91.1413019	62.31173418	29.55865572	30.53267485
PVP01_0103800	42.38561212	26.81020828	18.90186255	19.88822224	66.24533003	186.4544343	74.22832509
PVP01_0104900	40.98732388	58.82815487	34.27537743	32.10303589	39.69355807	65.67502645	29.31136786
PVP01_0105400	11.79805698	11.76563097	13.3573162	15.97321786	12.42658687	15.56233861	17.64110103
PVP01_0106600	1057.630264	1322.861968	1806.261986	2010.276448	1205.468327	509.544244	791.6783338
PVP01_0109800	29.01448087	10.4154766	14.99547763	72.03608054	95.83669877	61.85784906	48.0380751
PVP01_0110200	55.49456432	40.69751042	14.61744037	25.1343281	39.96175779	95.82094023	98.11166186
PVP01_0110700	17.47860294	33.36810096	57.08362491	124.7320395	103.7932904	25.15422027	33.7894935
PVP01_0111000	305.9629444	382.5758858	573.7345347	396.198443	190.0641992	89.45897791	54.68741318
PVP01_0111200	62.48600549	111.580615	75.35542538	58.95996592	56.76894004	26.1329837	41.11733547
PVP01_0111500	235.2619955	263.4729821	163.0600676	117.4501313	49.7957474	105.9022036	127.4230297
PVP01_1424200	12.84677316	14.17662093	12.6012417	9.23941033	18.68458026	13.11543002	24.69754144
PVP01_1424800	10.31237573	9.643959814	14.74345279	24.5079274	49.61694759	67.92618235	35.41790283
PVP01_1424900	134.7600286	50.82366822	48.51478055	208.9046336	366.0926133	256.9254015	150.8992642
PVP01_0311900	105.2211897	146.9739476	97.02956111	109.0720219	27.71397073	26.62236542	40.43883158
PVP01_0312500	18.00296102	14.08018133	15.62553971	41.57734649	42.37555524	26.8181181	37.9962176
PVP01_0312600	303.865512	377.0788287	561.3853178	699.6112822	287.4206964	138.0056443	162.0267279
PVP01_0312700	90.71394923	131.5436119	226.9483631	479.6663363	334.0874471	216.4045954	185.7743639
PVP01_0313000	314.9644249	305.3277677	280.2516155	82.05849175	73.66552219	247.1377672	181.2962382
PVP01_0314300	12.67198713	11.18699338	13.48332862	9.709210855	11.1749882	14.09419346	19.94801424
