gene_ID	X0h	X8h	X16h	X24h	X32h	X40h	X48h
PVP01_1455200	19.57603529	27.09952708	27.47070691	29.28423274	18.05878092	27.20962348	27.2758562
PVP01_1455400	10.31237573	9.83683901	13.48332862	7.830008754	9.655189801	12.6260483	17.36969947
PVP01_1456500	13.19634522	11.86207057	14.36541554	8.769609805	12.51598678	18.98801063	23.61193522
PVP01_1458400	14.94420551	14.56237932	15.12149004	10.80541208	21.00897781	23.1966934	19.26951035
PVP01_1458600	15.4685636	18.61284244	23.56432198	64.36267196	37.36916053	24.37120952	22.526329
PVP01_1459400	23.59611396	13.79086253	12.6012417	65.22397292	65.08313125	106.3915853	41.79583935
PVP01_1459700	27.70358565	79.85198726	54.56337657	78.37838763	31.82636638	27.20962348	26.86875387
PVP01_1460000	88.00476578	31.63218819	112.2770636	324.0840623	302.3504806	225.8007243	188.6240802
PVP01_1460200	63.79690071	149.2884979	136.0934104	31.08513475	38.79955902	18.49862891	32.16108418
PVP01_1460400	10.66194779	10.70479539	12.6012417	9.944111118	16.18138291	16.73685473	40.16743003
PVP01_1460900	128.0307665	196.4474614	120.0898334	194.5757175	144.9172469	394.4416641	882.0550513
PVP01_1461600	12.32241507	29.31763783	21.04407364	13.8591155	10.90678848	14.68145152	44.37415412
PVP01_1462100	53.571918	28.83543984	21.67413573	42.90844797	94.31690037	87.10994567	41.79583935
PVP01_1462400	17.39120992	12.92290615	16.2556018	53.40065971	58.73573796	17.22623645	29.44706864
PVP01_1466100	18.96428418	30.08915462	24.06837165	51.83465795	23.06517564	40.91231156	29.58276941
PVP01_1466600	46.14351175	21.40959079	21.54812331	96.07420742	245.6709405	116.8643541	90.64811912
PVP01_1467700	110.5521636	190.8539647	146.8044658	47.1366527	44.87875259	27.60112885	36.36780827
PVP01_1468100	8.739301468	11.28343298	12.6012417	9.004510068	9.833989612	10.27701606	13.57007771
PVP01_1469200	354.9904256	221.9075153	59.60387325	48.70265445	134.2786582	1448.961388	805.3841122
PVP01_0102800	24.64483014	32.21082578	23.6903344	16.75621873	15.91318319	59.99819853	253.2176501
PVP01_1403200	129.8660198	171.5660451	71.32302804	133.6582494	238.5189481	314.9660732	225.3989908
PVP01_1403500	162.7257933	172.2411223	103.2041695	139.4524559	51.58374551	41.40169328	72.46421499
PVP01_1403800	23.77089999	21.79534918	40.44998586	111.4993247	43.26955429	28.18838691	31.07547796
PVP01_1403900	69.30266064	32.21082578	111.5209891	227.6966546	289.5662941	129.8819078	69.47879789
PVP01_1404000	41.51168197	25.17073511	53.68128965	194.4191174	197.841991	114.7110745	86.30569425
PVP01_1404500	114.0478842	109.9411419	102.8261323	27.09183029	90.02570491	43.94647821	38.81042226
PVP01_1404600	25.34397426	17.84132566	15.62553971	10.02241121	17.52238149	25.93723101	19.81231346
PVP01_1405500	20.10039338	23.33838275	29.73893042	36.72274106	29.41256893	20.74978481	22.66202978
PVP01_1406300	44.39565146	72.6190174	52.79920273	95.68270698	48.72294853	30.24379012	32.56818651
PVP01_1406700	11.88545	13.01934575	15.49952729	8.534709542	10.28098914	11.64728487	17.50540025
PVP01_1406800	43.87129337	37.22568488	72.83517704	164.8999844	89.66810528	83.68427365	59.43694038
PVP01_1407000	28.05315771	18.90216124	15.37351488	53.40065971	139.5532526	110.9917735	88.88400902
PVP01_1407100	56.19370844	23.33838275	15.62553971	58.17696505	278.8383055	324.8515839	149.6779572
PVP01_1407300	232.028454	164.0437564	311.25067	254.005484	242.6313437	214.7406975	88.74830824
PVP01_1408300	10.39976875	10.4154766	12.97927895	9.55261068	10.10218933	11.2557795	16.69119559
PVP01_1409100	39.06467756	28.93187944	36.92163819	124.2622389	258.2763272	99.83387031	78.2993484
PVP01_1409600	16.42988676	11.76563097	14.23940312	20.20142259	19.57857932	23.68607511	24.42613988
PVP01_1409700	42.73518418	21.89178878	15.37351488	17.93072005	23.51217516	21.6306719	21.71212434
PVP01_1411100	13.89548933	15.14101691	15.49952729	26.15222924	29.05496931	23.8818278	27.00445465
PVP01_1411200	109.0664823	77.53743691	18.77585014	14.72041646	27.2669712	445.7288681	394.3464583
PVP01_1411300	42.38561212	48.79843666	35.40948918	21.84572442	28.60796978	23.1966934	54.82311396
PVP01_1411700	1497.828879	1499.249993	267.2723365	186.5108085	174.9556152	2367.824501	8078.945766
PVP01_1413200	53.22234594	17.06980887	18.77585014	62.01366933	59.62973701	39.15053738	34.06089506
PVP01_1413300	17.12903088	13.01934575	20.28799914	23.41172618	33.43556468	26.52448907	22.526329
PVP01_1413400	12.14762904	11.86207057	14.74345279	14.56381628	23.06517564	15.46446226	21.84782512
PVP01_1414600	21.23650257	12.92290615	27.09266966	39.38494403	88.59530642	47.37215023	34.60369817
PVP01_1415200	20.44996543	13.79086253	15.12149004	53.47895979	56.67954013	28.48201594	33.2466904
PVP01_1415300	13.37113125	13.98374173	14.61744037	22.70702539	24.40617422	22.41368265	23.88333677
PVP01_1415400	71.92445108	92.96777261	116.1834485	269.5872014	271.5969131	261.5255897	201.515654
PVP01_1415900	182.0396496	244.8601397	108.3706786	206.7905312	92.70770207	109.1321229	133.2581631
PVP01_1416200	173.7373132	53.04177898	21.17008606	21.76742434	118.9912743	329.6475247	141.6716113
PVP01_1416700	111.8630588	126.721632	107.1105545	65.22397292	41.48155618	23.8818278	19.67661268
PVP01_1416900	21.49868161	20.44519481	17.51572597	16.20811812	13.40998584	13.31118271	24.01903755
PVP01_1417100	65.63215402	136.6549106	28.8568435	102.1033142	76.52631917	585.1047811	1422.415546
PVP01_1417200	12.23502205	9.643959814	18.5238253	13.93741558	13.14178612	15.46446226	23.34053367
PVP01_1418500	20.79953749	16.97336927	22.1781854	38.3670429	43.26955429	31.3204299	21.30502201
PVP01_1418600	188.4193396	205.6092232	95.5174121	135.4591515	34.86596317	26.52448907	37.9962176
PVP01_1419100	10.48716176	11.09055379	12.72725412	10.25731147	16.44958262	19.08588697	27.41155698
PVP01_1419400	17.91556801	16.87692967	13.48332862	7.830008754	12.06898725	16.73685473	18.59100647
PVP01_1419900	22.72218382	20.8309532	19.15388739	14.56381628	15.73438338	19.96677406	20.89791968
PVP01_1420100	15.38117058	18.13064445	16.50762663	8.456409455	10.72798867	12.6260483	15.60558937
PVP01_1420900	29.97580403	20.05943641	15.12149004	42.28204727	93.42290132	73.79876296	64.0507668
PVP01_1421500	57.24242461	28.83543984	16.88566388	11.51011287	20.74077809	65.47927377	39.62462692
PVP01_1422200	87.04344262	85.34904436	75.4814378	86.28669647	97.44589707	310.2680087	361.642571
PVP01_1232100	84.24686615	33.07878216	25.2024834	36.01804027	129.5404632	297.8377131	208.4363937
PVP01_1231600	27.09183455	30.66779221	36.03955127	41.81224675	29.50196884	32.78857505	51.15919298
PVP01_1231300	27.61619264	20.9273928	23.18628473	24.89942784	56.41134041	41.59744596	46.13826422
PVP01_1230200	803.2291979	709.4096839	429.5763296	238.815267	208.7487795	165.4110204	334.7738172
PVP01_1230000	19.40124926	15.7196545	17.13768872	14.25061593	24.49557413	23.09881705	24.83324221
PVP01_1229900	247.9339826	307.2565597	193.0510229	158.7925775	214.2915736	404.1314221	319.5753301
PVP01_1229300	16.34249374	9.643959814	14.61744037	18.2439204	21.27717752	36.31212342	46.13826422
PVP01_1229000	93.86009776	26.0386915	28.22678141	81.35379096	335.2496459	505.3355612	437.770707
PVP01_1228200	20.2751794	29.70339623	15.62553971	28.42293178	26.73057176	45.12099433	33.92519428
PVP01_1227100	49.98880439	61.14270522	31.25107942	15.42511725	12.7841865	28.67776863	51.56629531
PVP01_1226700	99.89021577	154.5926758	113.915225	146.2645635	113.1802804	52.36384374	57.94423183
PVP01_1226400	18.00296102	14.85169811	14.99547763	11.90161331	21.81357696	26.1329837	23.34053367
PVP01_1225700	101.026325	107.5301519	165.0762663	124.7320395	98.33989612	238.1331436	222.4135737
PVP01_1225600	39.67642866	54.19905416	46.37256946	56.53266321	47.56074976	50.30844053	29.98987174
PVP01_1224500	24.47004411	33.85029895	50.02692956	87.53949787	118.5442748	44.53373627	40.43883158
PVP01_1224400	77.86717608	38.09364127	32.25917876	93.88180497	231.4563555	216.1109663	144.7927292
PVP01_1223600	20.36257242	26.71376869	14.36541554	11.51011287	13.40998584	44.72948895	43.96705179
PVP01_1223300	183.6127238	70.49734624	106.35448	79.23968859	519.8604509	403.250535	377.3838612
PVP01_1221600	11.01151985	10.4154766	12.85326654	9.004510068	10.10218933	15.36658592	17.50540025
PVP01_1220500	47.89137204	82.16653762	97.40759836	69.1389773	37.54796034	20.16252675	25.91884843
PVP01_1219100	9.176266541	10.319037	12.6012417	9.396010505	10.37038905	18.00924719	19.54091191
PVP01_1219000	36.70506616	54.19905416	26.58861999	28.73613213	36.83276109	39.44416641	37.04631216
PVP01_1218700	13.19634522	10.2225974	15.49952729	12.76291427	11.80078753	18.89013428	31.61828107
PVP01_1218300	11.36109191	13.50154374	15.49952729	12.21481366	18.68458026	19.08588697	23.61193522
PVP01_1217900	57.94156873	121.9960916	155.2472978	259.5647902	72.86092304	56.18102114	41.25303625
PVP01_1217600	13.37113125	12.92290615	25.2024834	121.2868356	44.69995278	20.26040309	18.9981088
PVP01_1216700	67.11783527	34.42893654	40.7020107	105.6268181	239.3235472	185.7692999	200.4300478
PVP01_1216200	16.42988676	14.85169811	14.23940312	26.93523012	26.55177195	22.51155899	24.56184066
PVP01_1215200	12.75938014	13.59798334	18.64983772	33.98223799	25.6577729	24.66483855	23.88333677
PVP01_1215100	27.70358565	20.44519481	19.15388739	13.54591515	21.36657743	24.95846758	19.81231346
PVP01_1214500	96.56928122	151.4101691	107.2365669	166.8574866	30.5747677	34.06096752	33.65379273
PVP01_1214100	32.33541543	19.86655722	19.40591222	14.95531672	21.54537724	36.70362879	31.07547796
PVP01_1213900	782.2548744	1112.720083	1556.505375	1042.330765	625.8887389	1108.058084	1668.983858
PVP01_1212500	26.82965551	14.08018133	20.03597431	69.21727739	109.0678848	101.0083864	42.06724091
PVP01_1212300	11.71066397	20.9273928	19.53192464	15.97321786	16.98598206	29.95016109	71.7857111
PVP01_1212200	665.2356277	678.0668145	182.0879426	105.3136177	102.3628919	967.4097786	3567.302029
PVP01_1211600	55.66935035	61.23914482	90.47691542	123.4792381	94.6745	210.6298911	112.4959442
PVP01_1211200	17.30381691	14.65881892	15.12149004	58.09866496	51.04734608	34.94185461	24.69754144
PVP01_1210200	20.53735845	15.14101691	15.24750246	13.07611462	34.41896364	29.95016109	46.13826422
PVP01_1208700	731.8291049	863.0379638	1503.202123	1422.47769	1526.145788	1135.169831	1086.420422
PVP01_1208300	151.2773084	246.7889316	145.2923168	54.88836137	26.19417233	21.53279556	29.0399663
PVP01_1208200	35.91852903	13.50154374	16.75965146	49.0158548	128.8252639	191.2503751	105.9823069
PVP01_1207800	9.613231614	10.5119162	12.72725412	8.378109367	10.72798867	17.03048376	22.11922667
PVP01_1207500	58.20374777	29.22119824	28.100769	84.79899481	126.858466	233.0435737	149.4065556
PVP01_1207200	12.67198713	10.70479539	12.6012417	11.74501313	15.55558357	16.73685473	21.03362045
PVP01_1206700	25.6061533	15.3338961	12.97927895	8.456409455	33.88256421	84.66303708	101.3684805
PVP01_1206200	81.88725475	61.33558442	18.14578805	20.51462294	37.99495987	449.8396745	279.0007978
PVP01_1205800	8.739301468	12.82646655	12.6012417	8.847909892	10.54918886	12.03879024	18.04820336
PVP01_1205700	17.65338896	18.51640284	19.53192464	8.456409455	37.36916053	90.53561769	44.37415412
PVP01_1205400	39.41424962	75.22288655	46.75060672	88.47909892	32.00516619	15.56233861	25.24034455
PVP01_1205100	169.3676624	94.51080618	43.60029629	55.74966233	198.6465902	224.4304555	254.0318548
PVP01_1204900	14.33245441	15.8160941	14.36541554	17.93072005	30.4853678	34.74610192	25.10464377
PVP01_1204800	10.66194779	12.63358736	12.6012417	9.317710418	10.81738857	17.32411279	16.82689636
PVP01_1203900	19.75082132	27.77460426	60.73798501	19.26182154	17.87998111	19.77102138	22.66202978
PVP01_1203600	25.25658124	28.83543984	25.2024834	29.91063344	34.06136402	36.40999976	25.24034455
PVP01_1202700	55.84413638	108.8803063	69.68486661	52.774259	19.3103796	71.84123609	52.24479919
PVP01_1202500	33.03455955	30.57135261	18.5238253	31.47663519	41.03455666	58.33430069	37.18201293
PVP01_1118200	29.10187389	28.44968145	41.83612245	126.5329415	107.2798867	60.19395122	46.40966578
PVP01_1118000	66.59347718	70.78666504	373.6268165	447.7199006	121.8520713	72.81999952	43.01714635
PVP01_1117800	172.513811	146.0095516	289.3245095	308.580645	240.9327455	183.3223913	94.17633933
PVP01_1115500	18.00296102	13.50154374	14.74345279	14.17231585	31.55816667	23.58819877	29.85417097
PVP01_1115400	12.06023603	12.63358736	12.6012417	9.396010505	14.75098442	22.90306437	22.66202978
PVP01_1114000	46.49308381	98.6577089	429.4503172	694.6783767	216.3477715	101.1062628	66.22197924
PVP01_1113600	46.66786984	16.29829209	13.10529137	22.86362556	98.96569546	199.3741116	84.13448182
PVP01_1113300	46.75526285	36.1648493	30.11696767	15.03361681	14.4827847	27.20962348	35.96070594
PVP01_1112100	32.24802242	22.47042637	12.97927895	9.865811031	32.183966	100.2253757	240.4617771
PVP01_1111900	38.45292646	23.33838275	26.46260757	113.613427	122.5672705	157.874542	105.5752046
PVP01_1111600	27.61619264	24.39921833	25.58052066	59.1165661	59.3615373	46.00188142	22.11922667
PVP01_1110700	13.63331029	14.46593972	12.97927895	17.93072005	18.05878092	20.45615578	20.49081735
PVP01_1110500	105.5707617	54.87413134	14.74345279	18.00902014	27.71397073	314.6724442	498.7003559
PVP01_1109700	80.66375255	98.07907131	149.1987018	227.7749547	133.7422587	181.1691117	74.49972664
PVP01_1109000	51.56187866	77.44099731	25.07647099	24.66452758	15.55558357	16.93260742	18.31960491
PVP01_1108900	29.45144595	21.69890958	16.75965146	19.88822224	29.68076865	47.47002657	26.59735232
PVP01_1108800	30.58755514	52.75246018	50.65699164	88.79229927	49.88514731	28.09051057	30.12557252
PVP01_1108600	64.23386579	96.63247734	70.44094112	103.3561156	102.273492	97.97421979	53.73750774
PVP01_1108200	13.19634522	12.44070816	13.98737829	9.317710418	12.96298631	12.13666659	16.96259714
PVP01_1107000	47.80397903	66.15756432	76.48953713	18.71372092	23.24397545	15.07295689	21.03362045
PVP01_1106800	39.58903565	78.98403088	93.62722585	222.1373484	148.0462436	53.04897815	140.9931074
PVP01_1105800	58.72810586	17.35912767	35.03145193	52.46105865	106.8328872	51.09145128	40.84593391
PVP01_1105300	33.90848969	36.4541681	27.09266966	40.01134473	25.12137346	28.28626326	36.7749106
PVP01_1104900	47.629193	89.11018868	79.38782272	33.27753721	19.75737913	22.31580631	28.63286397
PVP01_1104800	9.438445585	11.09055379	12.6012417	7.908308842	9.386990085	15.36658592	14.51998315
PVP01_1104700	19.40124926	14.56237932	13.3573162	9.317710418	11.1749882	10.96215047	17.36969947
PVP01_1103600	42.90997021	59.50323205	38.81182444	70.07857835	53.72934325	97.87634345	38.5390207
PVP01_1103300	53.83409704	29.89627542	40.82802312	58.64676557	42.82255477	33.5715858	24.01903755
PVP01_1103200	24.73222315	16.39473168	16.75965146	20.51462294	37.72676015	36.99725782	28.76856475
PVP01_1103100	203.1013661	237.7236094	264.1220261	312.182449	233.6913532	144.759112	123.0806049
PVP01_1102900	52.69798785	38.96159765	41.08004795	16.67791865	18.32698064	15.75809129	23.20483289
PVP01_1102800	48.76530219	78.50183289	44.73440804	28.81443222	27.17757129	22.60943534	25.10464377
PVP01_1102400	38.45292646	30.37847341	43.09624662	29.04933248	45.32575212	39.44416641	26.59735232
PVP01_1101700	2823.755697	6923.012992	8270.824991	1474.625549	149.4766421	129.2946497	1599.640761
PVP01_1345400	16.34249374	15.23745651	15.75155213	10.17901138	12.8735864	12.91967733	19.81231346
PVP01_1344800	67.9043724	52.65602059	139.9997953	159.4189782	81.71151369	42.86983843	53.87320852
PVP01_1344500	25.16918823	15.23745651	12.6012417	9.161110243	10.01278942	21.14129018	20.08371501
PVP01_1343900	1831.670195	1463.663781	1127.18107	820.3500172	607.5617582	746.0134897	946.9200228
PVP01_1342700	49.28966028	59.21391326	75.60745021	136.3987525	110.3194835	41.59744596	52.51620075
PVP01_1342400	100.3271808	46.00168831	43.85232112	138.1996545	276.8715075	173.0453752	92.27652845
PVP01_1341800	18.17774705	14.65881892	14.49142796	47.84135349	33.25676487	36.21424707	48.71657899
PVP01_1341400	250.4683801	249.4892404	263.7439888	171.9469922	122.4778706	113.145053	139.6360997
PVP01_1340500	72.88577424	163.2722397	99.42379703	124.4188391	69.106127	49.52542978	51.56629531
PVP01_1340400	2623.276122	4369.292433	10673.25172	4182.947277	2552.009704	816.484457	879.7481381
PVP01_1339000	189.9050209	183.9103137	241.439791	466.5902217	351.9674282	186.7480633	183.874553
PVP01_1338100	32.24802242	13.88730213	12.6012417	12.76291427	22.4393763	133.4054561	83.0488756
PVP01_1336500	34.69502683	52.75246018	46.12054463	24.82112775	24.85317375	24.86059124	24.15473833
PVP01_1335800	10.48716176	9.643959814	12.6012417	8.847909892	11.80078753	13.80056443	22.79773056
PVP01_1335500	21.49868161	12.34426856	16.63363905	32.96433686	56.94773985	39.15053738	29.17566708
PVP01_1335200	42.21082609	36.0684097	15.62553971	9.787510943	11.89018744	26.62236542	48.98798054
PVP01_1335100	105.2211897	170.9874075	152.2229998	192.8531156	32.27336591	47.17639754	76.80663985
PVP01_1334000	14.33245441	17.16624847	22.30419781	32.49453633	17.34358168	15.07295689	19.13380957
PVP01_1333800	30.41276911	27.19596668	17.38971355	14.95531672	15.01918414	75.75628983	74.7711282
PVP01_1333400	14.50724044	11.37987258	13.48332862	12.99781453	21.99237677	37.78026857	27.95436009
PVP01_1332900	11.01151985	11.47631218	12.6012417	8.29980928	9.386990085	23.68607511	21.16932123
PVP01_1332700	23.50872095	20.8309532	17.38971355	11.19691252	19.13157979	23.39244608	23.34053367
PVP01_1332100	15.29377757	13.69442294	17.89376322	49.95545585	60.52373607	31.61405893	32.83958806
PVP01_1331200	116.4074955	117.9456285	179.4416818	135.8506519	220.3707672	101.4977682	94.3120401
PVP01_1329400	31.63627131	17.74488606	15.37351488	10.25731147	26.37297214	62.93448884	49.39508287
PVP01_1328900	853.3927883	1020.909586	1281.420269	757.9448474	446.5525283	312.5191646	246.4326113
PVP01_1328400	9.788017644	10.89767459	12.97927895	8.534709542	9.744589707	11.15790315	16.96259714
PVP01_1327000	26.56747646	13.98374173	12.6012417	91.45450225	167.9824226	181.3648644	87.7984028
PVP01_1326500	64.14647277	27.38884587	32.38519117	38.9934436	231.009356	284.9180358	214.1358263
PVP01_1325800	31.19930624	57.67087969	54.68938899	30.30213388	29.05496931	22.70731168	26.19024999
PVP01_1324700	867.0260986	1380.243529	1917.53095	2352.761031	1367.460956	482.0409915	346.8511863
PVP01_1323600	19.6634283	16.49117128	23.56432198	63.65797117	65.8877304	60.09607488	35.0108005
PVP01_1322400	37.05463822	10.80123499	20.16198672	54.57516102	204.2787842	100.1274993	126.6088251
PVP01_1322100	243.6517249	225.6686597	60.86399742	32.72943659	105.044889	245.375993	217.1212434
PVP01_1321600	43.69650734	27.29240627	12.6012417	28.81443222	203.4741851	118.1367465	110.0533302
PVP01_1321300	27.44140661	25.65293311	14.11339071	16.05151795	55.24914164	151.1210743	72.87131732
PVP01_1319900	121.3888974	157.4858638	77.87567372	57.8637647	22.88637583	19.57526869	34.87509972
PVP01_1319800	89.05348195	66.63976232	64.3923451	80.33588982	296.8970864	126.6519884	163.9265388
PVP01_1319600	268.6461271	304.5562509	254.7971072	148.6918662	137.5864547	230.2051598	115.4813613
PVP01_1319400	26.39269043	33.46454056	26.96665724	47.05835261	22.79697592	34.06096752	31.88968262
PVP01_1319300	23.15914889	12.73002695	17.13768872	53.40065971	101.2006931	47.27427388	114.2600543
PVP01_1318100	98.49192754	117.3669909	90.35090301	97.01380847	32.00516619	59.0194351	65.00067224
PVP01_1318000	36.70506616	26.1351311	17.89376322	14.72041646	16.62838244	75.56053714	74.90682897
PVP01_1317900	30.76234117	20.7345136	33.64531535	35.00013913	37.45856043	30.24379012	25.24034455
PVP01_1317600	15.11899154	13.21222495	13.60934104	10.72711199	13.23118602	54.32137061	40.03172925
PVP01_1317000	51.03752057	101.4544572	64.89639477	74.93318378	29.94896836	35.33335998	60.92964893
PVP01_1316800	45.96872572	17.06980887	22.30419781	35.70483992	106.4752875	81.04161237	57.5371295
PVP01_1315900	69.82701873	28.06392306	23.81634682	307.3278436	746.6680113	249.8783048	280.4935063
PVP01_1315600	16.77945882	12.24782896	13.48332862	10.88371217	19.93617894	36.50787611	29.17566708
PVP01_1315500	35.91852903	39.34735604	59.09982358	141.8014585	75.36412039	38.17177394	35.41790283
PVP01_1315400	51.8240577	97.88619211	94.7613376	185.8061077	37.54796034	36.89938148	30.93977718
PVP01_1315100	45.70654668	50.82366822	14.49142796	11.82331322	14.21458499	248.6059124	156.3272952
PVP01_1314600	13.19634522	10.89767459	12.6012417	9.161110243	13.76758546	21.92430093	37.18201293
PVP01_1313700	18.52731911	16.68405048	17.0116763	17.38261943	18.32698064	17.91137085	26.46165154
PVP01_1313600	17.56599595	11.28343298	12.6012417	15.7383176	44.69995278	22.90306437	33.2466904
PVP01_1313500	121.3888974	245.7280961	805.0933324	1039.590262	306.9992757	128.5116389	137.4648872
PVP01_1313400	40.72514484	61.91422201	42.34017212	30.38043397	31.82636638	29.46077938	31.34687952
PVP01_1312200	192.0024532	65.38604754	31.88114151	12.99781453	58.46753824	395.3225512	304.5125439
PVP01_1312000	316.1005341	257.5901666	144.7882672	201.7793256	346.6928338	447.3927659	342.780163
PVP01_1311900	13.63331029	14.46593972	13.3573162	23.49002626	35.04476298	20.06465041	20.08371501
PVP01_1311700	168.3189463	181.6922029	187.3804641	121.5217359	54.17634277	35.8227417	68.800294
PVP01_1268300	43.25954226	17.26268807	22.05217298	75.01148387	232.7973541	172.9474989	86.84849736
PVP01_1268200	33.29673859	28.44968145	31.50310426	23.41172618	16.0025831	26.91599445	31.48258029
PVP01_1268000	201.9652569	80.81638324	73.46523912	78.61328789	861.0104905	959.8733002	731.1557872
PVP01_1267800	11.27369889	12.24782896	14.74345279	9.944111118	10.37038905	12.91967733	17.91250258
PVP01_1266700	23.42132793	15.3338961	26.21058274	42.51694754	34.41896364	30.34166647	27.2758562
PVP01_1266600	31.63627131	16.10541289	13.3573162	8.769609805	18.05878092	60.09607488	37.58911526
PVP01_1266500	20.10039338	27.67816467	47.3806688	76.10768509	25.56837299	29.069274	25.10464377
PVP01_1266200	67.38001432	41.85478559	73.96928879	240.0680684	96.64129792	120.8772842	68.52889245
PVP01_1266100	45.70654668	30.37847341	16.00357696	11.19691252	13.67818555	118.7240046	58.21563339
PVP01_1266000	45.53176065	75.51220534	60.35994775	37.7406422	21.27717752	49.03604807	31.88968262
PVP01_1264500	12.23502205	12.44070816	21.17008606	37.03594141	26.90937158	24.37120952	20.7622189
PVP01_1263800	16.77945882	21.40959079	26.33659516	36.4878408	23.95917469	20.45615578	19.81231346
PVP01_1263700	55.14499226	129.5183803	106.7325172	245.7056747	94.49570018	92.29739187	37.18201293
PVP01_1263000	8.739301468	9.643959814	12.6012417	8.29980928	10.01278942	13.60481174	15.74129015
PVP01_1262800	10.39976875	12.53714776	14.86946521	9.004510068	17.96938102	19.18376332	18.18390413
PVP01_1262400	16.16770772	10.6083558	12.72725412	15.58171742	20.47257837	17.51986548	33.38239117
PVP01_1262300	71.487486	40.79395001	17.0116763	76.81238588	174.7768154	116.9622304	59.57264116
PVP01_1261700	24.29525808	15.8160941	16.63363905	26.46542959	56.41134041	26.42661273	30.66837563
PVP01_1261500	150.9277363	247.5604484	268.4064483	178.9157	67.85452833	78.3989511	64.0507668
PVP01_1261200	12.32241507	12.82646655	14.36541554	10.49221173	16.98598206	21.23916653	25.24034455
PVP01_1260600	25.86833234	19.19148003	26.58861999	16.52131847	28.16097025	33.86521483	30.53267485
PVP01_1259700	29.801018	11.86207057	25.83254549	81.90189157	54.17634277	24.27333317	40.03172925
PVP01_1258500	22.89696985	17.55200686	18.5238253	15.1119169	24.40617422	27.01387079	23.61193522
PVP01_1258200	28.22794374	18.70928204	27.59671933	39.6198443	71.60932436	25.93723101	37.9962176
PVP01_1258100	12.84677316	13.21222495	12.6012417	47.29325288	53.90814306	42.5762094	79.11355306
PVP01_1258000	13.7207033	16.78049008	15.37351488	10.96201226	14.75098442	18.49862891	36.91061138
PVP01_1257600	17.65338896	13.59798334	14.36541554	13.8591155	17.52238149	21.14129018	22.25492745
PVP01_1257400	39.3268566	35.68265131	18.39781289	9.865811031	15.28738385	92.00376284	35.0108005
PVP01_1256700	73.06056027	124.5035212	62.50215884	69.45217765	46.30915108	51.77658568	49.53078365
PVP01_1256500	19.92560735	13.69442294	14.36541554	8.534709542	13.32058593	23.97970414	27.2758562
PVP01_1255700	81.0133246	29.02831904	34.27537743	107.7409205	169.9492205	233.8265845	111.410338
PVP01_1254900	100.8515389	65.09672875	32.51120359	78.69158798	14.57218461	25.64360198	24.42613988
PVP01_1254500	69.21526762	30.28203382	14.49142796	21.76742434	50.68974646	63.5217469	32.16108418
PVP01_1252700	19.48864227	16.20185249	16.00357696	14.40721611	12.7841865	13.80056443	17.91250258
PVP01_1251000	31.81105734	18.51640284	17.0116763	36.40954071	145.7218461	182.5393805	107.746417
PVP01_1250300	15.81813566	12.05494977	15.62553971	18.00902014	26.81997167	33.18008043	30.66837563
PVP01_1250200	231.3293098	233.0945087	158.3976082	221.824148	204.5469839	188.5098375	125.3875181
PVP01_1250000	65.98172608	141.1875717	108.2446662	130.2130456	59.18273749	48.35091366	59.16553883
PVP01_1249100	13.89548933	11.95851017	12.85326654	8.847909892	11.08558829	14.09419346	14.51998315
PVP01_1248800	52.17362976	36.4541681	22.80824748	30.45873405	45.95155146	83.09701559	33.11098962
PVP01_1248700	240.3307904	242.7384685	95.13937485	44.23954946	41.03455666	79.67134356	34.73939894
PVP01_1247000	72.44880917	84.09532958	17.51572597	28.34463169	62.75873371	987.9638107	1031.868709
PVP01_1246600	15.38117058	14.08018133	13.86136587	66.08527389	33.7037644	26.03510736	26.73305309
PVP01_1244900	130.6525569	224.8007033	263.9960137	279.4530124	148.1356435	55.98526845	65.13637302
PVP01_1244600	19.40124926	9.643959814	12.6012417	34.21713826	123.8188692	54.71287599	46.273965
PVP01_1244200	10.05019669	10.80123499	13.48332862	9.082810155	10.28098914	16.4432257	18.31960491
PVP01_1244000	3186.436708	5401.96765	9823.171957	14175.44785	22126.83423	7089.86869	10846.02031
PVP01_1243400	207.7331959	273.3098211	180.0717439	200.2133239	59.54033711	49.72118247	50.20928754
PVP01_1243200	97.44321136	33.17522176	54.94141382	31.94643572	75.98991973	34.94185461	45.59546111
PVP01_1243100	65.98172608	90.36390346	100.0538591	107.34942	63.65273276	42.96771477	49.53078365
PVP01_1242900	89.57784004	62.97505759	19.40591222	25.29092828	25.92597261	357.933788	179.8035297
PVP01_1242800	72.71098821	130.7720951	76.86757438	24.03812688	23.51217516	20.16252675	30.66837563
PVP01_1242700	17.12903088	14.46593972	17.13768872	18.79202101	20.9195779	24.37120952	22.66202978
PVP01_1241800	89.05348195	42.24054399	29.86494283	60.9957682	258.9021265	731.9192963	343.1872654
PVP01_1240300	20.01300036	15.8160941	14.99547763	22.08062469	22.88637583	14.1920698	28.36146242
PVP01_1239500	50.95012756	22.56686597	23.6903344	53.00915927	151.5328399	78.88833282	43.83135101
PVP01_1239100	36.00592205	29.89627542	28.73083108	43.69144885	75.27472049	38.56327932	120.9093924
PVP01_1239000	14.76941948	10.319037	16.38161421	15.03361681	36.74336119	16.73685473	45.18835878
