id	0%troph	20%troph	40%troph	60%troph	80%troph	100%troph
PVP01_0615100	2267.869198	3475.523164	3705.142196	3325.75114	3600.544968	5872.762811
PVP01_0615300	8573.313932	4569.724928	5413.063454	3524.813284	540.5895872	0
PVP01_0615400	1212.244986	1596.620476	1203.372488	1576.720263	1309.04531	1101.816095
PVP01_0615500	0	33.20574013	0	159.7250679	159.7250679	159.7250679
PVP01_0615600	0	52.49535939	606.1888865	506.0076911	747.2644495	1072.585957
PVP01_0615700	124.5996495	132.0659256	467.6833432	212.9451225	401.0576752	600.3701505
PVP01_0615800	57.59058084	81.86141054	280.0892995	297.7069316	362.5036649	391.465507
PVP01_0615900	1387.367543	2324.75552	762.104568	1561.362627	719.3817718	1100.968595
PVP01_0616000	552.8965352	587.2807339	83.87562034	127.4231603	52.15357031	134.6767568
PVP01_0616100	1152.877838	1809.491196	1725.999025	894.9777193	1701.248067	697.5283004
PVP01_0616200	286.7058102	437.8965138	439.3039774	651.3533635	765.32241	805.1461429
PVP01_0616300	24664.49266	18934.6322	13712.00942	8717.890154	624.5081089	405.5060116
PVP01_0616400	2292.411261	2055.729921	2616.349995	1795.390745	2204.158811	2197.680249
PVP01_0616500	0	62.5254472	20.06342107	65.09790703	2.059051461	24.69493236
PVP01_0616700	17.76248742	356.469233	992.3378116	1147.51413	1836.569009	2060.936276
PVP01_0616800	13595.88449	11512.2073	9797.889859	10453.41446	7120.31425	3703.628532
PVP01_0616900	84.23588409	161.5446333	478.1709783	625.4132644	804.8660646	1265.538472
PVP01_0617100	8.556701766	177.9781909	329.6964654	281.2332259	343.7933049	588.2651451
PVP01_0617200	97.04106838	410.7800326	1132.533906	1067.609986	1623.699457	2187.334886
PVP01_0617300	579.3745811	1329.028486	789.1285287	1227.2026	754.9586524	1134.991924
PVP01_0617400	214.4444275	51.69296358	106.3722502	165.6885378	84.36652151	74.25557056
PVP01_0617500	42.94062919	1750.562985	2286.411668	5083.939314	6387.779067	9965.331575
PVP01_0617700	66.72499273	81.41954581	358.6964219	171.4173261	277.5888336	477.7725498
PVP01_0617800	343.9191882	995.7627815	3334.377052	4040.795082	4670.793419	6215.860469
PVP01_0617900	61.31494866	211.202944	158.2887314	267.6473629	238.5484572	329.7505913
PVP01_0618000	10.7837906	19.97516302	42.95104431	80.76144475	122.6680007	121.0755825
PVP01_0618100	0	85.15861917	22.57780165	507.2630699	446.9864229	545.5766003
PVP01_0618200	131.9852081	95.92637622	376.5506361	334.5236628	556.6296528	553.4519491
PVP01_0618400	500.2029158	963.689171	0	977.3990076	1862.800063	3356.040607
PVP01_0618500	0	0	246.2069833	239.7739414	485.9809247	485.9809247
PVP01_0618600	349.0113225	322.4404299	746.2163234	422.2175067	343.8912636	529.9848099
PVP01_0618700	967.1209697	1728.19337	2279.411993	1975.234544	2300.456187	3558.578275
PVP01_0618800	451.4421529	1301.578425	829.3085946	1153.593187	1038.192656	1484.12203
PVP01_0618900	8.101877063	200.3571936	3.303201611	0.556630551	19.12614701	16.63777697
PVP01_0619000	122.5857919	384.0344885	1132.026432	1846.351804	3399.989096	2411.046304
PVP01_0619100	2.288657851	567.2612421	243.5693964	857.5888655	787.3587034	1197.556381
PVP01_0619200	0	1163.603704	1599.315811	2784.673265	2501.274657	5159.767346
PVP01_0619300	0	680.7859873	111.0567627	1057.493028	366.0651848	1315.250179
PVP01_0619500	0	324.8443682	0	949.5371837	1125.969068	1450.813436
PVP01_0619600	123.6169239	161.4276037	231.0963887	274.6831831	375.5397262	394.2309734
PVP01_0619700	711.772412	972.3922162	855.0508473	747.7434945	1116.105902	1051.363056
PVP01_0619800	1792.228475	1073.811294	2066.745562	774.7913005	417.4121515	921.0497085
PVP01_0619900	0	0	412.0909304	140.918659	312.0656522	622.1816487
PVP01_0620000	247.0472156	180.6449026	706.5446133	1246.510109	1683.19102	2134.220112
PVP01_0621000	76.3754861	821.2858791	1339.654981	606.3144226	1272.833984	1266.963317
PVP01_0621200	78.91623246	2007.088441	3736.739398	5527.193234	8283.943456	8446.227343
PVP01_0621300	16.02258491	410.1632264	797.4771524	973.2445901	1356.745822	1677.752531
PVP01_0621500	7.532002696	169.0653838	816.3776374	1178.089228	1552.971929	1830.279924
PVP01_0621600	0	9.955162523	95.19444084	9.955162523	0	111.9990367
PVP01_0621700	334.0184296	1977.6899	1434.396709	3911.861585	3677.147249	5702.09771
PVP01_0621800	501.4950004	492.7726416	386.1023865	266.5918683	152.1646723	162.623376
PVP01_0622000	0	280.977184	389.8168352	374.6999593	636.2797815	799.5655454
PVP01_0622100	107.6274351	107.6274351	2444.459891	2906.427615	3727.383067	5560.046054
PVP01_0622200	59.39713652	28.22337335	173.9636964	101.6518733	248.0552208	158.2005988
PVP01_0622300	445.2108588	591.7690972	1253.363746	784.7562923	1487.596968	1386.391101
PVP01_0622400	141051.2656	185456.1889	177974.3525	205145.5035	206898.9221	246044.3326
PVP01_0622500	89.03990568	51.77219539	330.067964	308.2499896	662.3747011	658.8714621
PVP01_0622600	227.9976735	551.294855	951.5930755	3074.799926	1924.117636	4373.383197
PVP01_0622700	2.046404374	30.00168639	15.07962795	36.70641692	19.16408087	49.40901422
PVP01_0529400	147.2449662	218.1706029	342.4006347	529.8114045	640.4097233	778.9949409
PVP01_0529500	130.5650552	127.9287818	385.7068359	291.2887905	472.8787563	456.3306964
PVP01_0529600	60.92312227	17.55636053	16.80862398	10.08710745	21.58252057	17.81241011
PVP01_0529700	1.771951916	210.709513	282.312628	400.9835135	565.519535	631.1819327
PVP01_0529800	9441.255943	3952.908032	8906.282014	847.5724998	6113.57868	100.7957522
PVP01_0529900	46.54535555	182.2120032	304.7774833	613.2416176	630.3649646	762.2291003
PVP01_0530000	365.1247796	443.010881	981.059759	947.0388306	1057.363926	1130.930726
PVP01_0530100	547.4130793	526.741629	446.2140652	349.0172996	466.6411511	366.3735943
PVP01_0530200	18.14894736	31.26484253	32.47306662	52.60590614	48.0071871	65.91383036
PVP01_0530300	120.9019356	165.8161994	0	329.364111	0	0
PVP01_0530400	1926.237918	1646.541537	1523.062221	1075.082407	1361.591548	1019.311729
PVP01_0530500	0	23.03057832	0	0	0	0
PVP01_0530600	354.0343561	277.1909181	426.3460992	199.3511772	479.6219851	441.1313928
PVP01_0530700	127.3854722	186.1271818	419.8799982	364.5406733	477.2239506	526.9613444
PVP01_0530900	974.1585791	5939.714186	16301.46309	16286.65481	25793.35685	32424.12372
PVP01_0531100	231.915101	160.7989794	580.5311389	26.64123437	335.8189455	208.970522
PVP01_0531200	64.0472097	0	683.0200225	424.2110035	465.1401228	1075.868524
PVP01_0531300	3.864211241	131.9342552	198.8103529	147.1183508	367.0615882	389.0164548
PVP01_0531400	534.234766	927.1658912	1347.480384	2562.847006	3603.637531	3711.674199
PVP01_0531500	262.5588858	220.7643159	750.4923235	631.1762884	986.1130668	1026.982676
PVP01_0531600	132.4766277	17.82365022	337.2398368	490.1804963	539.9836013	663.920995
PVP01_0531700	70.83396837	1288.607647	1541.846077	3754.745701	5343.514335	6093.729491
PVP01_0531800	100975.9462	79698.53398	51566.78472	36422.35059	7390.669544	1484.8245
PVP01_0531900	54503.40054	37612.2958	25963.02144	12544.19562	6193.240512	0
PVP01_0532000	145998.0047	108826.7502	99733.03776	67330.76602	48940.76224	28788.30989
PVP01_0532100	68.20780495	221.1231366	418.4851112	447.6378112	609.5532644	655.7460849
PVP01_0532600	1841.813362	14613.00245	11600.77406	21632.04077	28531.17685	32033.39652
PVP01_0532900	331.2023556	833.6750711	1022.477574	603.9163281	1572.464551	1516.281621
PVP01_1300800	161.5852862	334.1536322	605.3688162	457.6951208	541.1583008	956.6537948
PVP01_1300900	69.75267294	32.94459307	239.4706523	145.3494726	194.8356918	301.9850998
PVP01_1301000	0	5.126206335	297.8924195	0	297.8924195	0
PVP01_1301100	1589.939353	1331.678331	2334.985857	1751.110074	2082.415007	2099.187283
PVP01_1301200	432.1140084	831.9070417	453.4996524	546.5483548	410.1345858	394.1899603
PVP01_1301300	232.7235462	152.1204306	398.5534603	104.9989957	329.5938352	232.6626204
PVP01_1301500	25.01935254	2424.982681	6517.276511	6546.160281	10942.86095	12874.8946
PVP01_1301600	16.06114884	28.28716896	1.841968306	10.81545655	1.703467523	0.615698008
PVP01_1301700	354.7040031	395.3121092	368.0412125	519.275296	860.0456118	492.0043993
PVP01_1301800	482.6928412	329.1724821	456.802537	61.04710315	227.3180161	190.6949549
PVP01_1301900	1749.455732	2054.302582	2528.602874	2342.403305	2888.498649	2792.865831
PVP01_1302000	275.7880352	213.8740676	304.6902747	136.5049054	446.19661	395.9367689
PVP01_1302100	0	227.4798907	1714.703193	510.1600363	929.9549373	2007.61363
PVP01_1302300	0	369.6260863	1223.73449	871.8081814	1497.805083	1734.364399
PVP01_1302400	775.075213	348.2672339	1327.747247	211.7419336	1053.079737	976.7895997
PVP01_1302500	362.3813889	482.7247077	1757.207459	450.3065051	1376.946721	1848.466523
PVP01_1302600	230.216812	195.1728225	460.480528	459.4499577	517.7884127	349.5114231
PVP01_1302700	1064.345706	840.1300649	1434.479974	1137.305395	1650.942466	1598.385345
PVP01_1302800	1.527962135	12.99295109	100.3275659	12.99295109	98.79960377	111.7925549
PVP01_1303000	470.8757883	2402.749283	8110.239112	7431.24983	12201.65779	14751.93657
PVP01_1303100	7866.413354	9103.519212	15125.24227	15080.18885	16460.34369	20660.11053
PVP01_1303200	0	0	0	149.7434052	151.2233484	151.2233484
PVP01_1303300	15.44270944	39.61983047	15.44270944	61.66669956	52.93228797	61.18175303
PVP01_1303400	0	0	25.82593061	0	0	25.82593061
PVP01_1303500	1041.259997	2895.929454	7227.034204	8331.577865	13722.3403	17361.70842
PVP01_1303600	0	0	77.9106562	236.042608	310.5338928	295.2391163
PVP01_1303700	19.72239383	315.5685496	412.9663836	826.7004849	1096.884255	1535.028703
PVP01_1303800	6.318179453	190.5165874	192.8547024	420.864627	436.3684653	787.9941377
PVP01_1303900	2363.873108	568.3673293	3092.645778	1911.22637	3308.824452	2290.459723
PVP01_1304100	309.6286824	746.2364242	897.3673162	835.8562924	1548.075905	1333.897699
PVP01_1304200	0	231.1448235	176.4230591	467.5475703	421.6099173	794.4152284
PVP01_1304300	1187.274189	973.0798031	685.41573	395.0101031	234.4114464	123.3674556
PVP01_1304400	70.38650731	334.9455176	730.5179855	1226.700548	1532.196717	1822.831634
PVP01_1304500	369.5113409	276.975391	1050.223209	894.2356654	1201.128152	1438.101716
PVP01_1304600	156.5484786	223.2619787	238.5143855	490.5674612	593.8224428	569.4975831
PVP01_1304700	214.2886999	3489.316927	14453.15538	16912.37849	26520.1671	33480.25292
PVP01_1304800	42.00980227	42.00980227	89.55378753	67.15032309	126.4829061	84.47310386
PVP01_1304900	2432.490422	2136.923843	2312.222954	1811.569078	1970.812197	1756.216803
PVP01_1305000	785.0214236	1025.064612	1609.702844	927.7637444	2272.218854	2154.380036
PVP01_1305100	0	134.947087	1034.741445	538.7783882	1224.099055	1005.469206
PVP01_1305300	85.3611357	220.7850835	471.782925	854.4347241	810.355099	1109.938172
PVP01_1305400	3619.094145	3869.540101	1805.440588	2148.128304	283.9336914	232.419218
PVP01_1305500	1287.87533	1405.710361	1010.045151	682.863036	575.5821816	770.5336708
PVP01_1305600	54.16003051	359.0929466	40.28753863	304.9329161	40.28753863	0
PVP01_1305800	1205.051284	515.6184831	1285.623893	1592.870358	1734.811703	1680.347545
PVP01_1305900	11.98872768	0	143.1408032	57.8765416	40.83447022	209.9964764
PVP01_1306000	59.56083848	172.0393273	32.85196152	400.4319429	57.25609348	221.2547507
PVP01_1306100	767.4618616	898.1478639	1060.017274	913.4017239	1284.8626	1380.038557
PVP01_1306200	1175.847836	1359.011673	638.4832524	1374.060237	199.0577172	305.0831981
PVP01_1306400	0	0	0	0	10.41472017	10.41472017
PVP01_1306500	3.339094839	0	86.39011143	658.9628701	745.3529815	742.0138867
PVP01_1306600	0	583.9768991	1659.444994	2812.331743	3806.099665	3726.098917
PVP01_1306700	0	112.730568	35.64220384	275.4560547	212.3545265	315.7280606
PVP01_1306800	1.771447725	1.771447725	83.12312914	26.28581106	189.9451233	271.2968047
PVP01_1306900	2.565466672	306.8316971	271.7171861	251.100557	470.6081037	653.337201
PVP01_1307000	38.97263137	594.3581757	102.9128141	594.6700195	220.7533096	760.3883587
PVP01_1307100	188.0501159	706.2380476	1277.557067	948.2722456	1464.957678	2094.954616
PVP01_1307200	22.86924506	44.26502101	92.93814584	52.23544265	89.07008015	141.291185
PVP01_1307300	14.1002772	58.79049435	21.45092379	67.39258356	53.64907562	54.48343061
PVP01_1307400	0	466.0311919	672.4101588	1212.644631	1190.267911	2265.295086
PVP01_1307500	0	0	41.31095652	79.00722472	81.84170493	123.1526614
PVP01_1307600	95.82729262	108.5870294	75.67869382	19.41852321	23.41350342	2.495796817
PVP01_1307700	455.3644981	837.6817665	2307.595341	376.1841347	2214.090542	3301.763346
PVP01_1307800	50.98141664	50.98141664	17.34807085	90.83929832	137.2613117	154.6093826
PVP01_1307900	96.02412733	177.3262695	133.5333303	181.0026203	201.4815077	251.4506011
PVP01_1308000	1197.835217	2298.416491	2129.77122	2359.712814	3058.514717	3225.308017
PVP01_1308100	0	33.49121472	590.9008836	774.0582176	807.5494323	1331.467887
PVP01_1308300	2374.44188	3599.40537	11834.29898	7803.853117	13111.01022	12615.45008
PVP01_1308400	2802.743628	4009.054792	4929.163393	4199.336317	6235.637861	6034.560419
PVP01_1308500	4739.986061	1513.886319	4661.037042	1914.478071	3613.319277	1146.558101
PVP01_1308600	102.4891595	1.006048861	100.9699053	39.69488546	0	0
PVP01_1308700	70.26479499	0	174.2298	79.52175327	79.52175327	158.5386513
PVP01_1308800	3926.641206	3698.753326	5560.550422	3549.845769	4803.835799	5844.664852
PVP01_1309300	1698.792107	997.3351494	1208.650268	731.4829191	788.7123762	572.7732277
PVP01_1309400	19.33313606	0.603362627	19.33313606	0	0	0
PVP01_1309500	106.2697035	81.62312984	894.6744423	227.7512078	237.2820713	1054.450646
PVP01_1309700	207.1807216	150.8801132	369.0535377	138.7509554	324.7237769	284.4215762
PVP01_1309800	67.51747819	203.8652587	118.9946086	118.1710774	176.2332258	169.6482078
PVP01_1309900	660.4356081	366.7603307	683.5294998	499.7629673	772.1693606	574.1801296
PVP01_1310000	36.45158228	104.843906	320.0958076	1025.710231	1040.14445	1128.445384
PVP01_1310100	0	389.4995753	1025.772668	303.7291243	990.1738985	1056.721682
PVP01_1310200	13.29296992	24.95591377	0	42.12971019	0.295434707	32.40705113
PVP01_1310400	34.48004981	84.81879323	148.2831007	140.6447929	209.2636225	261.563491
PVP01_1310500	0	20.80912284	45.45963257	322.8150462	306.3335758	402.0865795
PVP01_1310600	857.4800784	3847.617489	4112.902385	6450.210747	8555.594462	10575.13428
PVP01_1310700	20.67630766	189.5538996	372.52379	605.3222427	772.0723951	982.5643245
PVP01_1310800	203.9862996	268.9840039	479.559763	627.4543276	742.7726983	843.165621
PVP01_1310900	529.6356947	3332.913301	4516.872708	4334.662514	7175.342995	6454.857045
PVP01_1311000	8345.45772	7538.52571	7301.269497	6873.111986	6686.270842	6525.868621
PVP01_1311200	4953.288636	3417.736109	5992.626812	4719.247501	4494.752966	5033.562702
PVP01_1311300	372.7157863	1187.144198	685.4995417	1256.574362	760.7383409	751.1725651
PVP01_1311400	184.2829993	410.3486987	1919.298319	946.6457543	2239.58223	1168.315294
PVP01_1311500	0	361.3689552	670.3711004	706.5842711	909.7175681	1208.962238
PVP01_1311600	805.2122344	826.5065665	777.2202706	989.5427236	1060.395419	1224.055589
PVP01_1311700	1496.650536	746.1872359	2218.748872	2712.297188	2763.386145	2727.769674
PVP01_1311800	59.54099415	119.125107	217.8914089	192.9017501	195.6841436	332.0368396
PVP01_1311900	83.09064868	74.64817805	66.26155808	93.3179452	59.52883279	100.8683978
PVP01_1312000	711.6476878	635.339586	670.3719301	379.2674112	574.4545167	379.2674112
PVP01_1312100	2048.527083	1300.608728	1564.504193	939.8240174	766.7910975	539.3813814
PVP01_1312200	30223.98335	23296.15963	17489.91537	9235.540384	1862.901844	89.01563968
PVP01_1312300	84.56116866	4031.769781	8133.834829	8644.4066	12902.6692	17764.07483
PVP01_1312400	0	1981.726403	3471.415646	4350.396103	4489.258175	7214.769661
PVP01_1312500	56.25185291	442.5137829	1134.127044	1950.820663	2824.893864	2581.463029
PVP01_1312600	127.2012497	580.6890437	912.103398	2062.305553	1882.23847	2624.471481
PVP01_0310100	5025.566656	4293.378079	3995.676481	2081.139588	2006.483395	1517.24734
PVP01_0310200	32.5986943	70.7373156	86.69523962	270.0568103	326.7796343	409.3827606
PVP01_0310300	11.53943743	34.44440153	18.73445636	42.64388249	41.27386083	43.95464488
PVP01_0310400	0	463.2732393	801.87339	819.276816	1198.406696	1483.595183
PVP01_0310500	98.31666028	169.9687478	173.9504772	262.0817382	256.7267388	210.5969793
PVP01_0310600	62.16678069	256.0920054	499.6049902	367.0310407	537.5533824	946.4737345
PVP01_0310700	486.1978649	262.2576245	461.8243893	187.6829025	438.5722483	327.0501085
PVP01_0311000	516.2794507	203.2387411	85.78730975	200.6431967	160.2065307	130.2143981
PVP01_0311100	210.4317032	158.6355356	522.9883718	341.3666818	579.7641274	662.6327
PVP01_0311200	309.3179251	319.6217383	501.7302815	358.9609458	502.3615849	373.0249357
PVP01_0311300	308.0797238	828.4620498	1316.486431	1373.138712	1933.5878	2314.621699
PVP01_0311400	1166.418505	1876.48539	1555.32862	2439.076534	1946.900764	2227.028787
PVP01_0311600	0	4.648771608	411.0838939	535.1886519	766.448117	894.0296216
PVP01_0311700	0	122.6478665	468.1997945	362.1621605	578.9822686	732.6410816
PVP01_0311800	76.99150795	345.2323305	1449.348913	1828.101595	1887.46043	2870.834822
PVP01_0311900	76.69907535	79.26972188	262.4981895	368.142448	218.8747845	224.8875348
PVP01_0312000	186.7627668	245.5139602	331.8071957	341.5458907	323.8932166	246.1364383
PVP01_0312100	373.9800125	1947.273109	5121.229077	7267.038383	9624.532554	10751.96336
PVP01_0312400	1093.982099	1346.468641	1983.526178	1304.704632	1838.744228	2229.343299
PVP01_0312500	47.55398634	59.58676303	82.47424512	97.36042734	60.72809828	71.85768964
PVP01_0312600	0	99.77369646	59.7934677	159.5671642	59.7934677	103.0238371
PVP01_0312800	167.0796775	686.4748191	669.8411591	1032.521854	1288.069175	1441.819559
PVP01_0312900	242.2658563	455.3704178	345.3285185	904.0234709	722.2862671	1095.781572
PVP01_0313000	6.563628124	682.9854707	2055.743454	1521.566216	2541.578675	2999.915616
PVP01_0313100	36.63654654	397.7226384	417.3087062	1079.573362	1014.595056	1319.862017
PVP01_0313400	2602.147195	2392.367479	1293.066668	1098.576551	748.4738122	689.910447
PVP01_0313600	490.8171407	305.551188	344.339679	193.5479773	1.476626597	62.2995347
PVP01_0313700	0	0	9.094169274	9.094169274	9.094169274	9.094169274
PVP01_0313800	18.39847542	30.72100912	115.7977555	71.45658074	113.4570371	174.3247502
PVP01_0313900	26.57931556	172.4532852	529.5116102	509.0845919	830.6368452	988.8683517
PVP01_0314100	416.6335191	416.6335191	692.0417958	0	275.4082767	275.4082767
PVP01_0314200	0	1027.791873	1209.582364	2063.524917	1328.15396	3082.543654
PVP01_0314300	0	119.0461511	167.5824861	273.3055333	543.7108101	484.5494349
PVP01_0314400	0	350.2695481	557.1912292	295.0275149	802.6791281	751.7670535
PVP01_0314500	0	0	0	0	0	0
PVP01_0314700	0	161.6348939	712.2858132	1352.072947	1232.273533	2064.35876
PVP01_0314800	88.98911961	2478.795648	2850.260685	6730.312987	7082.080569	9790.48517
PVP01_0315000	15.54062703	23.48770745	229.8481532	290.6105915	434.7977036	497.0886736
PVP01_0315100	226.7585089	78.40440547	308.5983767	69.13740507	306.052247	169.3207312
PVP01_0315200	442.4122367	333.6721879	288.2570722	25.66498151	164.1682531	0
PVP01_0315300	297.9386095	4356.595611	6589.664118	13949.1259	13974.09494	19370.60406
PVP01_0315400	262.953551	4786.177268	11065.95245	15273.84962	16236.76649	22519.77615
PVP01_0315500	41.80987147	416.6463158	401.918118	685.3931129	612.4693002	1055.366278
PVP01_0315600	26.18950487	122.3154048	283.4378778	461.492329	685.6884868	726.4944569
PVP01_0315700	0	582.9414756	362.8292277	1183.270156	600.3286808	1183.270156
PVP01_0315800	446.3370907	102.284695	406.471623	354.5023343	728.8704485	481.207699
PVP01_0315900	2299.975951	3303.470635	4462.681383	2374.546325	5476.584292	4486.216098
PVP01_0316000	101.0059567	304.190551	311.9863357	70.78094263	839.8951728	799.5298989
PVP01_0316100	783.9065995	253.9896649	579.3404498	358.4567324	283.4612821	371.7125202
PVP01_0316200	928.3773788	699.1627194	357.3390048	350.4463289	691.2855593	976.1138492
PVP01_0316300	2191.955567	3149.580947	4298.512797	7115.986431	8198.469807	9657.436835
PVP01_0316400	274.5213409	508.5476714	1106.817811	830.1069946	1429.832978	1590.656005
PVP01_0316500	184.5041745	184.5041745	72.49964008	64.75196334	122.9617165	147.0846802
PVP01_0316600	252.4045435	3081.318286	5762.750976	10668.84092	13903.43625	18357.53582
PVP01_0316700	1.614630585	4.352398148	77.87836529	102.3470507	197.6424227	208.8151405
PVP01_0316800	0	1160.99356	2828.382771	3438.301625	5414.367355	5450.11633
PVP01_0316900	30.34577877	130.560191	140.1962764	135.7052152	129.6462403	266.5926278
PVP01_0317200	1591.233473	891.2434382	1755.170756	678.4560663	1123.45396	1004.41074
PVP01_0317300	1112.31513	7661.55646	12380.43125	24365.77602	31786.73909	41248.7998
PVP01_0317400	1.590272381	0	8.7942747	37.44339789	39.52801457	37.93774219
PVP01_0317500	0	3016.23234	11860.5235	16729.58257	23701.14062	28402.37083
PVP01_0317600	46522.29037	53058.17578	44557.47245	45073.12249	38218.63421	35799.37023
PVP01_0317700	173.0302782	116.9213026	552.2672105	229.4261465	375.0182705	478.9260536
PVP01_0317800	943.7492112	729.0555761	870.5554743	469.3361459	384.281817	300.5236269
PVP01_0317900	26974.68075	21517.79712	13626.75099	6915.20156	2328.639659	77.47582072
PVP01_0318000	73.90966944	222.1030968	268.0019659	238.8601217	310.8530855	435.7774761
PVP01_0318100	18.75653937	300.5930637	569.6295855	101.2269966	384.3935868	522.6760654
PVP01_0318200	41.10401471	410.9221983	438.3272105	81.57648523	628.0668844	629.5265157
PVP01_0318300	1989.858819	1160.131683	2148.973482	1447.263045	1628.45859	1272.845723
PVP01_0318400	53466.22655	37373.24163	41452.43607	34701.86828	32915.19768	31810.71296
PVP01_0318500	38.34672327	7.254414741	45.60113801	0	9.322319468	2.067904727
PVP01_0318600	1968.354693	3252.506721	1617.702075	1564.504694	1422.5212	1338.360597
PVP01_0318700	146.6475995	652.7005893	1179.469519	1279.305952	1844.723501	1638.485435
PVP01_0318800	69.85091817	323.6071999	0	412.4247905	158.6685088	175.6660908
PVP01_0318900	482.2731195	185.3589653	477.6752248	206.3044301	111.294508	0
PVP01_0319000	519.6404933	722.4310897	609.7809267	1193.866054	1181.976802	1137.040403
PVP01_0319100	926.1368757	999.4808212	1000.423375	574.8756639	653.0415951	789.6137699
PVP01_0319200	81.15072015	80.2251498	78.62970775	462.2375995	485.6066719	512.8212794
PVP01_0319300	212.8189727	103.2535626	212.8189727	946.7443953	1061.175372	951.6099621
PVP01_0319500	2237.841423	2187.149267	1859.645144	1314.227332	1475.632983	1153.196832
PVP01_0319600	186.3306327	233.38493	290.0618392	317.043485	569.4700729	585.5763023
PVP01_0319700	242.6307491	315.4934972	378.8981891	180.5136787	410.0606175	398.9867043
PVP01_0319800	666.4056062	904.2185475	1149.923539	1078.032791	1497.785503	1803.778521
PVP01_0319900	135.0196321	142.1623083	87.56513803	141.1433365	160.7475987	153.6049226
PVP01_0320000	86.91883857	39.04438053	44.56706041	75.93529212	59.74864235	97.01279849
PVP01_0320100	0	0	58.67470199	0	0	58.67470199
PVP01_0320200	2739.604737	2449.534179	1694.528151	739.4163429	490.2601329	153.2588634
PVP01_0320300	2021.556423	2193.404535	1661.042089	1204.3196	1271.083945	1213.078326
PVP01_0320400	117.0697123	263.9781379	428.2657832	354.0704758	553.5341857	646.3143186
PVP01_0320500	557.1878548	227.1365848	632.6418725	51.76563048	491.93192	127.2196483
PVP01_0320600	255.3832753	156.6192209	374.5724787	201.45872	260.5066578	292.2943647
PVP01_0320700	198.5441799	377.9684059	545.8101846	668.3889251	959.8920565	1068.866803
PVP01_0320800	319.5852927	146.4807875	300.8698912	184.3348565	352.4935059	185.9936735
PVP01_0320900	1576.000828	1915.291932	3038.963628	2745.055478	3454.392871	3902.688774
PVP01_0321000	143.1492351	523.5885315	793.4390139	689.6820658	1029.814489	945.4132484
PVP01_0321100	50061.20912	14911.77318	49757.87009	3122.471183	34604.05643	11.5719113
PVP01_0202200	22477.87634	31478.06421	23043.01934	27755.12766	20859.31455	25059.70443
PVP01_0838000	1343.980392	536.6928144	2111.246346	1693.872066	2576.149957	3203.767435
PVP01_0504300	6560.990261	12175.13302	22662.21514	22404.45985	33876.09021	38081.4182
PVP01_0505000	1026.013681	592.4882197	555.693471	144.106506	13.27845518	31.83099484
PVP01_0505100	332.5299401	416.9305696	1487.389995	1990.369845	1747.442689	2459.863615
PVP01_0505200	0	0	0	99.41156976	99.41156976	99.41156976
PVP01_0505300	316.553016	130.0649264	355.4493153	1485.058431	1261.540003	1223.863906
PVP01_0505400	119.6673412	213.3527802	263.1557397	129.2772313	287.9676472	320.7589011
PVP01_0505500	540.036319	1625.213753	3842.355265	4914.52782	6763.484231	8732.220818
PVP01_0505600	3991.35114	1300.934131	3495.224959	118.642075	2456.928207	1.83299075
PVP01_0505700	1033.124166	436.2805568	1027.380267	533.7499516	809.8896677	474.1962009
PVP01_0505900	1476.498847	911.2600131	1550.179477	1022.286793	1005.65295	1297.198145
PVP01_0506000	224.3449959	260.0277267	115.637662	198.5075465	242.8741918	259.2379749
PVP01_0506100	1722.202063	2134.04965	1944.585308	1461.556557	1714.891433	1702.525099
PVP01_0506200	103.9954799	70.53567865	248.7386022	61.52105403	136.2442976	163.2084644
PVP01_0506300	36.85659986	121.5202105	121.3662262	34.10487185	202.2463975	180.1161615
PVP01_0506400	0	0	0	110.1611561	154.2638571	154.2638571
PVP01_0506500	1776.412723	17953.10528	25584.3571	33065.71225	45056.67742	54767.67452
PVP01_0506600	225.6756123	542.7040035	1047.976168	1082.083475	1372.596843	1663.992152
PVP01_0506700	163.5253588	198.297227	141.7055394	205.5132888	82.4052623	160.6421252
PVP01_0506800	35.82873522	103.355405	149.6111173	321.9165763	238.1929268	398.8153781
PVP01_0507000	33.81092419	110.4755168	246.5243884	151.3301817	376.519024	239.6638429
PVP01_0507400	107.8194158	130.9006414	192.3401612	207.9483708	253.3046607	366.9459817
PVP01_0507500	240.1699541	367.9337997	398.6271568	598.5144321	881.0968466	819.5402268
PVP01_0507600	0	2976.458607	4737.805863	8294.246968	9864.583247	14980.73999
PVP01_0507700	0	217.2884379	244.0694079	401.2025913	703.2658189	581.8513028
PVP01_0507800	759.2822329	639.6932174	451.6698685	456.0284874	418.0176	349.1861554
PVP01_0507900	390.3748766	720.4867137	1763.574289	1372.531836	2928.284378	2980.104502
PVP01_0508000	187.9816658	350.6815818	972.3199789	900.0511151	951.6021268	1137.24094
PVP01_0508100	456.4068754	571.9058825	362.0681082	315.5092577	195.6730804	184.2464096
PVP01_0508200	38.38318868	154.378067	397.9526953	548.6871527	819.9980636	1061.959396
PVP01_0508300	36.83639806	98.74512654	379.7795841	373.6322463	614.6987585	774.5536089
PVP01_0508400	78.89731898	78.89731898	0	0	0	0
PVP01_0508500	0	0	0	0	0	0
PVP01_0508600	15.64135736	15.64135736	0	0	0	0
