id	0%troph	20%troph	40%troph	60%troph	80%troph	100%troph
PVP01_0203700	293.5070454	195.6266533	801.5709524	446.2671985	801.1666979	1149.781042
PVP01_0203800	131.63924	678.7570273	479.3637932	969.1186131	1236.184593	1620.607154
PVP01_0203900	36.22053198	180.3014796	718.5534816	773.8350959	887.81088	1351.669394
PVP01_0204000	0	0	0	37.9999125	295.0512277	295.0512277
PVP01_0204200	17.49286998	149.5784098	136.3256487	4.584566557	140.9102152	123.4173453
PVP01_0204300	496.1955472	638.8759038	740.1342711	899.9511483	1415.329275	1465.484848
PVP01_0204500	1515.724446	918.1380989	1162.272177	1065.048957	993.2435061	603.1378482
PVP01_0204600	68.98362271	142.84379	336.5890675	292.147531	387.7959199	431.3093015
PVP01_0204700	1463.130392	1695.621526	3027.035648	3988.595487	5763.029938	5332.899642
PVP01_0204800	808.2734662	594.5023871	1250.741875	566.4077488	709.6307858	1236.950893
PVP01_0204900	786.348317	763.051105	1112.03675	523.7780789	701.431354	759.6979863
PVP01_0205000	285.2029843	278.2159473	438.973248	295.3882408	378.5201452	443.3577123
PVP01_0205300	115.6784059	7.241343723	230.0540989	246.8718148	294.4215884	278.6710279
PVP01_0205400	721.9516754	507.7350555	1498.196878	969.8178924	2274.362033	1626.14942
PVP01_0205600	306.2058022	316.3687535	1242.421688	107.4606723	1495.676831	1133.375673
PVP01_0205700	0	665.7223633	1673.645447	2082.593857	3693.973956	3797.89418
PVP01_0205900	0	58.6569742	1032.312861	3687.506689	3714.414635	3947.082148
PVP01_0206100	78540.94486	31033.33291	75224.74386	8428.261752	62358.01157	2873.601241
PVP01_0206200	220.5663092	732.7702731	254.7444733	1234.185894	846.5530751	1562.450693
PVP01_0206300	191.7913668	358.328949	945.8148728	1097.232936	1183.526067	1682.046654
PVP01_0206400	404.6965862	460.786754	1167.836931	992.0840061	1221.566193	1480.233508
PVP01_0206500	6914.379101	7236.838162	4671.90559	19432.43836	7074.171881	8882.632132
PVP01_0206600	0	42.19828378	291.1168207	1423.086533	929.2274606	1169.547797
PVP01_0206700	1002.166179	1693.156789	1892.485622	1873.076935	2472.990957	2822.294941
PVP01_0206800	0	12.88594547	58.43258105	54.38433215	72.65093743	88.87676435
PVP01_0206900	0	1615.542661	5767.066997	4202.878838	10913.34202	11594.31488
PVP01_0207000	619.213629	144.5434753	580.6848931	54.32461936	502.4482644	63.73100641
PVP01_0207100	145.4548245	43.39807122	175.0917365	8.220930512	138.8201959	41.73952247
PVP01_0207400	1163.603102	701.2096766	1474.798736	530.9449024	1532.68906	710.9618852
PVP01_0207500	1723.027475	1053.71161	2224.27824	1774.195665	2347.639922	2411.647953
PVP01_0207600	640.7109256	442.1290744	856.8161127	721.8328005	1416.021367	783.6033576
PVP01_0207700	409.9133163	372.5495553	833.084109	467.6430854	980.3725025	1005.975656
PVP01_0207800	844.0004196	10332.8365	16381.98947	25003.33004	32256.99592	35452.92549
PVP01_0207900	8.59565196	189.7727314	327.8798241	341.894823	582.7695967	702.534772
PVP01_0208000	5456.866556	5494.55795	7321.573245	6223.806476	10242.14227	11267.32422
PVP01_0208100	179.8752392	216.3108014	220.5650646	176.3255653	219.7511156	200.7350985
PVP01_0208200	8.309471095	59.44352298	0	96.68136304	0	0
PVP01_0208600	1087.504044	1368.548179	1756.639659	1563.771357	2349.849235	2069.874883
PVP01_0208700	143.1992529	107.5566426	387.8536021	312.6362254	743.8723764	668.4069774
PVP01_0208800	115.7486322	361.753605	733.9259145	859.6823984	1527.948804	1726.027265
PVP01_0208900	135.4318607	155.8162915	409.6242564	195.4870798	564.9354623	406.8912373
PVP01_0209000	262.3593443	806.7901359	1370.431018	1131.820368	2330.831529	2478.437025
PVP01_0209200	48.64144573	98.25003082	240.0846038	278.742432	394.6586605	315.8515258
PVP01_0209300	1238.022362	1369.135664	1316.033612	885.8961867	1528.954063	1324.497951
PVP01_0209400	15262.28592	14717.90757	8867.644361	5258.656562	2419.240601	251.4979646
PVP01_0209500	1020.734996	3952.473432	11520.90031	13965.17322	23781.10642	25904.27538
PVP01_0209600	48.09261557	136.6444743	645.8836354	701.1287069	994.7491711	962.9500293
PVP01_0209700	5473.051724	5413.77793	10003.35905	11532.09464	9607.563965	15698.30862
PVP01_0209900	72.83913016	157.8999236	216.2023885	226.3432841	618.4214553	630.8152624
PVP01_0210000	0	0	0	57.59361738	57.59361738	78.37608606
PVP01_0210100	52.24672084	78.58819137	0	189.2487181	73.08387907	73.08387907
PVP01_0210200	0	24.99779018	63.8234635	230.7010784	255.6988686	280.2003925
PVP01_0210300	75.49549852	63.13856689	286.1344182	255.0537815	425.5817718	344.2116955
PVP01_0210400	1248.013988	687.3147993	1962.951899	948.3704853	1680.028444	1367.983696
PVP01_0210500	12376.89894	6783.06285	9391.433364	4079.523758	4644.031222	784.510727
PVP01_0210600	282.5301917	316.5554717	289.7466649	412.9631422	461.5168911	517.4597992
PVP01_0210700	323.4348548	1462.903151	1968.193715	6557.692647	5771.654904	7019.517304
PVP01_0210800	66.91944916	297.3715677	919.21617	1238.839156	1401.840984	1771.213441
PVP01_0210900	30.4497915	646.1731443	1028.809292	1328.19299	1789.81422	1893.148625
PVP01_0211000	500.7723458	224.1796333	660.9103413	222.6250662	602.6775553	380.5817162
PVP01_0211100	529.8337966	133.6688847	762.1957766	321.3063906	644.4997738	464.4274627
PVP01_0211200	142.6183572	79.17543143	147.9642308	74.94314857	49.60502865	34.1660713
PVP01_0211300	0	16.99619225	154.3513386	269.088683	289.1713586	296.3716418
PVP01_0211400	108.9117368	81.54004447	221.7473529	221.4714109	302.8908278	331.097912
PVP01_0211500	0	0	200.8707231	363.1970638	577.3526234	452.926586
PVP01_0211600	236.1883258	226.6593692	704.6089182	328.2237813	612.1179144	640.2346472
PVP01_0211700	139.1816231	469.3648511	996.8304014	759.7682899	1156.255102	1529.996531
PVP01_0211800	156.4331298	44.71510281	341.465711	819.8356959	1012.754785	854.2382728
PVP01_0211900	83.28120147	122.460486	673.534228	695.8667136	826.9018963	950.1072065
PVP01_0212000	131.6155939	411.2124969	762.2981559	1196.553464	1568.655316	1602.956702
PVP01_0212100	235.2823354	264.5706697	451.8317521	317.070865	432.9884816	465.1041249
PVP01_0212200	108.1174911	23.25379008	289.6358145	284.1045093	477.5309642	489.2363307
PVP01_0212300	179.6896077	208.1795588	754.1845465	528.329422	811.218579	961.546612
PVP01_0212400	0	418.7873234	1460.868289	1663.595379	2758.63944	3133.728167
PVP01_0212500	188.6214498	1685.09372	1313.734802	2408.007663	2946.570501	4056.084034
PVP01_0212600	23.08410203	91.79294396	297.3669796	78.31801793	129.5993781	263.3408022
PVP01_0212700	49.35529925	70.61156775	193.4452114	158.9986973	300.403585	265.5647604
PVP01_0212800	286.8274329	251.9088402	340.6694926	339.2707208	493.1620257	263.3925557
PVP01_0212900	136.4029825	483.9559504	337.1131661	540.394528	530.0246035	851.128079
PVP01_0213000	0	11.78651906	72.73214796	334.0154614	407.5100574	436.9950917
PVP01_0213100	0	3591.30083	9688.955806	7448.448242	11387.27872	17819.81517
PVP01_0213200	0	18.95665756	262.4036426	109.1519964	260.9667563	446.6880677
PVP01_0213300	3.726714631	20.79299903	42.25585707	25.30494225	37.24856188	50.98979379
PVP01_0213400	15.96379776	38.93305009	49.97128366	150.1032061	169.1389564	187.3216227
PVP01_0213500	70.9576112	189.4979611	465.0701876	428.1460059	608.2857351	723.5572404
PVP01_0213600	1947.298957	624.1719556	1729.431152	164.666409	1116.204469	141.6920847
PVP01_0213700	406.0951541	413.7881749	3125.509516	2624.640328	4153.88848	5219.79201
PVP01_0213800	66.30606633	196.4980524	387.7399516	419.2628034	581.4277929	658.4980091
PVP01_0213900	0	50.33002583	110.2561685	90.98642828	273.5400096	250.9869143
PVP01_0214000	0	576.9673415	1367.133674	1023.147427	1227.46264	1931.227958
PVP01_0214100	0	0	0	0	56.53963168	56.53963168
PVP01_0214200	0	0	229.7719246	73.7185032	198.7962533	428.5681779
PVP01_0214300	34.92107658	174.633504	439.0776831	332.6367574	413.4090696	639.830063
PVP01_0214400	4516.293712	3595.810444	3706.446255	1813.934318	1406.343957	388.4734354
PVP01_0214500	2260.477501	1641.086044	1804.98008	1783.026423	1756.964872	1755.336482
PVP01_0214600	401.4520003	852.847627	1024.225947	1094.631044	1127.442618	1256.059672
PVP01_0214700	0	908.7742733	2181.338046	4225.555819	6677.916703	6243.988114
PVP01_0214800	410.1260945	1095.535217	2109.492227	1431.721951	2564.270792	3041.452906
PVP01_0214900	328.2514666	317.3462012	645.177135	421.0588284	727.033487	842.7893607
PVP01_0215000	22.78536649	60.11805315	418.4587372	868.2340479	636.153982	883.8511466
PVP01_0215100	36.95276809	51.34727298	318.3534189	860.6274122	534.4868694	509.5317342
PVP01_0215200	2558.03222	1046.82062	1801.394466	2239.060092	2195.301102	1560.581242
PVP01_0215300	111.7057192	909.0759342	492.6055501	956.8583938	1154.065446	1045.450815
PVP01_0215400	2522.48721	2631.419642	1268.925272	908.9336644	264.4411072	159.0585619
PVP01_0215500	1937.440044	2629.493265	1485.554351	939.1277607	1165.880839	885.6730717
PVP01_0215800	0	0	67.20272107	119.6605254	162.8886419	230.0913629
PVP01_0215900	399.0724027	386.107171	833.7332269	672.2880116	1420.112074	1371.637803
PVP01_0216000	7284.662639	4083.649646	7671.656305	1684.159773	5828.927942	1508.896795
PVP01_0216100	26200.67321	22719.97997	12283.76541	9556.035664	5159.078894	2156.637784
PVP01_0216800	260.2162678	79.42481613	402.1002646	292.5238482	685.9454557	477.0738306
PVP01_0217000	1812.608019	3057.042833	2280.742177	3247.562596	1910.823186	3671.538502
PVP01_0422500	918.3624546	669.4010948	850.1697768	603.0785942	576.2423759	673.4816168
PVP01_0422400	229.5802733	199.8491919	204.8496152	92.9323806	183.5282912	159.7764454
PVP01_0422300	0	232.1327939	570.5035297	182.4123407	875.7855418	1275.679154
PVP01_0421900	525.0468611	720.0165958	932.4425899	510.408181	723.4578294	1029.098974
PVP01_0421800	91.68747756	102.8102405	669.6046233	1066.534677	837.2449901	844.4076348
PVP01_0421700	186.7797826	6526.531498	20639.35577	24407.27483	33432.1278	43460.40067
PVP01_0421500	87.9242956	145.0879218	154.6366495	43.63845549	28.45932382	85.8450425
PVP01_0421400	247.2137869	266.8567845	550.8773142	816.3449274	456.3212991	812.226385
PVP01_0421300	30.74220838	386.4927177	250.3537007	1056.725683	1040.607492	1312.785442
PVP01_0421200	0	75.78829564	161.6370182	277.7517403	136.6901078	403.4031209
PVP01_0421100	64.22717816	170.1863515	133.8302238	74.68408617	81.77173546	135.8833997
PVP01_0421000	543.1979054	516.615888	751.3446353	575.6673631	749.3299209	755.4720073
PVP01_0420900	979.979457	1061.518379	1959.196258	2075.77576	2773.752464	2537.770483
PVP01_0420800	24.77377718	54.97798027	97.92683457	87.02166301	198.7079755	197.5537109
PVP01_0420700	578.5323223	1138.122437	1306.39443	1028.289011	1662.500235	1764.761595
PVP01_0420600	177.8562637	821.5536857	896.172391	1064.999231	2105.112297	1842.411156
PVP01_0420500	251.7774467	136.7456073	292.9018619	247.8020453	242.5701221	272.48516
PVP01_0420400	187.2885675	884.8764976	681.1301115	728.0562195	1405.155028	1220.124356
PVP01_0420300	71.09788759	62.5503653	62.5503653	46.51415789	109.0645232	46.51415789
PVP01_0420200	58.78192467	0	57.36364864	193.1791527	43.27476223	100.6384109
PVP01_0420000	843.4071667	394.5142884	852.7454795	705.7178891	595.1700893	286.1703127
PVP01_0419900	0	0	0	0	0	0
PVP01_0419800	39.86201301	57.58223244	17.72021943	27.64433677	45.3645562	27.64433677
PVP01_0419700	167.7824712	69.48128682	721.3343251	477.4682291	858.10857	775.6728262
PVP01_0419600	0	2978.858655	6277.671447	7230.443601	8310.563967	12185.91835
PVP01_0419500	656.2351612	570.6048686	679.8196923	250.8821056	298.2472357	459.9643587
PVP01_0419400	651.3160252	1353.435164	3612.221341	4362.76998	5850.919852	6889.890665
PVP01_0419300	1199.164833	4849.27033	2539.552889	5431.459125	4841.390059	7197.017339
PVP01_0419200	520.1165803	960.1334777	2298.072069	2601.614635	3212.625761	4318.515003
PVP01_0419100	62.76051306	550.6020451	986.3651297	1150.341272	1566.123566	1954.505524
PVP01_0419000	1475.811912	900.8278798	3923.125724	3507.495416	5998.966349	5810.271577
PVP01_0418900	2215.225769	1609.195963	1021.436439	783.2053841	219.5362539	3.868360241
PVP01_0418800	130.1383599	100.4658009	90.29039328	199.3846108	193.8456756	166.4358286
PVP01_0418700	47.64598533	71.72806268	140.5059582	27.39204865	125.6864008	69.60365465
PVP01_0418500	47.09312368	33.7845626	61.21936255	270.2000033	229.4484938	248.3004942
PVP01_0418300	5162.900383	14452.17861	17310.37833	19375.75776	29515.10437	32298.74053
PVP01_0418200	3082.858111	1164.755912	2845.231658	815.1075378	1992.969971	679.8145575
PVP01_0416700	30.46973517	262.9867161	273.0230106	370.2082671	466.8377627	576.6991795
PVP01_0416600	2.575742751	95.52643278	49.77812591	286.3442263	299.1884979	251.9861148
PVP01_0416500	206.746469	123.7657308	270.7041643	197.1697076	291.4430855	322.7107784
PVP01_0416400	120.1754565	56.2268836	166.9962541	115.3160313	185.9924317	159.1457793
PVP01_0416300	0	159.817555	1838.88091	4655.128493	4541.076275	5959.970464
PVP01_0416200	7.309340983	155.4057887	749.7721166	1068.477111	1039.838984	1687.790399
PVP01_0416100	0	176.7580232	774.59854	1032.237482	1559.886689	1932.604209
PVP01_0416000	0	368.9574381	698.3218989	991.8048548	789.5961956	1803.025689
PVP01_0415900	3.725694602	102.0893268	165.9855639	136.5968305	165.4903672	181.8616286
PVP01_0415800	18.22339129	43.63057786	29.76228307	25.77533741	8.983851955	17.47848407
PVP01_0415700	370.8471452	165.2087222	657.9482404	326.1126146	971.886563	864.8661805
PVP01_0415600	0	497.5235102	1015.990574	1518.618835	1324.353636	1996.628604
PVP01_0415500	61.87191778	435.3928531	54.38143112	797.2636948	419.6384289	939.1648139
PVP01_0415400	235.3152077	678.675632	249.1044689	2226.059023	1570.628884	2839.196326
PVP01_0415300	68.55885928	84.56594245	232.7497188	100.6095237	379.8064301	491.6419807
PVP01_0415200	4884.540347	5383.660922	5167.555504	3035.75519	4390.580526	3851.321088
PVP01_0415000	209.6774026	2053.954832	3464.883305	5268.730103	7105.287607	9364.883272
PVP01_0414900	3928.113623	12124.68019	17668.36032	21779.26291	29757.32617	34753.58116
PVP01_0414800	10800.55745	21089.78655	31044.48185	39723.8712	53619.54239	62461.06122
PVP01_0414700	137.476309	518.4574767	1167.093227	1168.46915	2184.016721	2510.345186
PVP01_0414600	41.11900202	109.3435567	496.4921707	60.641563	599.8543174	451.1516907
PVP01_0414500	133.5201397	0	1246.962087	81.72899239	625.2464253	1195.17094
PVP01_0414400	959.5646326	484.6528988	700.8866437	334.1645571	511.2237415	305.8424294
PVP01_0414300	18440.59572	11111.02269	10827.88797	5889.758034	3953.373	184.2843167
PVP01_0414200	1991.469121	1011.551308	1227.854044	799.1383264	1128.229098	740.2795963
PVP01_0414100	170.9532205	187.2244067	188.4336989	83.42116039	369.9336738	267.8255554
PVP01_0414000	112.7046589	819.5246388	1895.437004	3138.750068	3139.934267	4354.905714
PVP01_0413900	6.216932849	27.13081193	23.35840955	38.9645866	115.0537374	109.1966337
PVP01_0413800	888.2615534	1503.75983	2146.962397	2180.388196	2453.119424	2422.802867
PVP01_0413700	131.1364995	419.785701	1354.347175	1613.911658	2949.550357	3528.410837
PVP01_0413600	50.31711015	0	0	0	0	0
PVP01_0413500	1965.263589	1542.601298	1306.979099	1110.443622	973.0500425	1107.270205
PVP01_0413300	0	219.833902	380.0597913	269.0667257	423.6443777	722.4617452
PVP01_0413200	215.0831632	247.7649253	411.3716024	246.6393821	372.2025448	484.1481086
PVP01_0413000	156.0113808	54.48047716	182.5347009	122.9445571	210.4694798	158.433968
PVP01_0412900	733.0066587	295.836539	1549.930703	1436.743003	2320.745191	1942.794528
PVP01_0412800	128.42116	294.7434384	499.7169586	467.261755	771.5913701	713.3697599
PVP01_0412600	75.87307787	985.5513913	1809.729913	2416.02669	3070.363192	4028.532789
PVP01_0412500	245.1235464	217.5931293	340.3200136	319.7923143	376.7103305	424.8066479
PVP01_0412400	32.47232085	335.4933357	573.5323952	1013.419231	1177.324001	1615.676849
PVP01_0412300	19220.50161	7680.685012	18940.12948	1531.684377	15197.78694	0
PVP01_0412200	4.441635396	397.2149527	463.8439118	366.8931039	603.7447028	1349.310165
PVP01_0412100	0	195.9181864	261.0616684	315.5044162	335.3722184	654.099394
PVP01_0412000	151.4700071	566.9503076	1118.167304	1207.430821	1395.529533	1959.841555
PVP01_0411900	183.9698305	352.5172427	769.0452483	1037.457731	949.3000327	1037.457731
PVP01_0411700	226.0045196	1454.245566	1105.712932	1386.139364	2040.256503	2596.804959
PVP01_0411600	291.3202661	970.2296563	1739.455578	1763.132459	1937.290489	3267.644363
PVP01_0411500	87.20896853	463.690605	206.4627856	663.9161854	637.7302545	903.9220701
PVP01_0411400	356.2226032	260.1493836	439.8924544	552.3903885	870.9227763	958.1642817
PVP01_0411300	41.40163068	32.89149809	60.18590513	95.34287025	122.7559429	115.9367533
PVP01_0411200	0	360.0632139	2321.853946	6384.828972	7074.176806	7091.356163
PVP01_0411100	53.43051018	248.7150877	8.801939141	228.7559289	139.3665433	185.0037211
PVP01_0411000	368.1982618	186.9178547	390.6417444	193.7878281	210.5044959	236.8689723
PVP01_0410900	1936.813053	1026.285236	1580.819447	1045.960827	1515.465399	1233.368497
PVP01_0410800	472.498843	933.1740669	956.7820339	1074.20966	1310.711582	1470.446851
PVP01_0410700	786.4519861	783.3415081	1578.520603	995.4492278	2140.410769	2129.034656
PVP01_0410500	37.93058241	55.61080894	149.6207445	572.6865247	436.1184865	525.3773001
PVP01_0410300	4805.410728	3142.95715	2597.878864	1991.925784	478.6011567	0
PVP01_0410200	11144.78634	5493.521304	6904.041813	4599.47191	2277.227144	312.77504
PVP01_0410100	4340.716988	1905.746429	2845.003318	469.766068	1596.853921	328.2344231
PVP01_0410000	17159.55194	13270.5777	8807.612052	6505.457686	2252.795654	800.7807887
